W,x,Q2,g1,dg1(stat),dg1(sys)
1.855,0.5762,3.48,0.0209,0.0678,0.0186
1.865,0.5727,3.48,0.1429,0.0664,0.0257
1.875,0.5692,3.48,0.1393,0.0679,0.0162
1.885,0.5657,3.48,-0.0726,0.0675,0.0153
1.895,0.5623,3.48,0.0116,0.0692,0.0116
1.905,0.5588,3.48,0.0497,0.0705,0.0149
1.915,0.5554,3.48,0.1625,0.0718,0.0264
1.925,0.552,3.48,0.1216,0.0747,0.0194
1.935,0.5487,3.48,0.1473,0.0744,0.0213
1.945,0.5453,3.48,0.0083,0.0742,0.0056
1.955,0.542,3.48,0.0114,0.0751,0.011
1.965,0.5387,3.48,0.1327,0.0738,0.0153
1.975,0.5355,3.48,-0.059,0.0717,0.0228
1.985,0.5322,3.48,0.1621,0.0718,0.0202
1.995,0.529,3.48,0.1511,0.0717,0.0236
2.005,0.5258,3.48,0.0996,0.0729,0.0201
2.015,0.5226,3.48,0.0924,0.0723,0.0274
2.025,0.5195,3.48,0.1404,0.0719,0.0211
2.035,0.5164,3.48,-0.0146,0.0732,0.0099
2.045,0.5133,3.48,0.1058,0.0733,0.0135
2.055,0.5102,3.48,0.1281,0.0743,0.0225
2.065,0.5071,3.48,0.028,0.0739,0.0183
2.075,0.5041,3.48,0.1135,0.0739,0.0172
2.085,0.501,3.48,0.1711,0.0759,0.0308
2.095,0.498,3.48,0.2048,0.0759,0.0246
2.105,0.4951,3.48,0.0982,0.0766,0.0151
2.115,0.4921,3.48,0.0576,0.0768,0.0281
2.125,0.4892,3.48,0.1311,0.0764,0.0288
2.135,0.4863,3.48,0.063,0.0766,0.0123
2.145,0.4834,3.48,0.0247,0.0762,0.0244
2.155,0.4805,3.48,-0.0375,0.0767,0.015
2.165,0.4777,3.48,0.1881,0.0783,0.023
2.175,0.4748,3.48,0.0959,0.0793,0.0227
2.185,0.472,3.48,0.0826,0.0806,0.0241
2.195,0.4692,3.48,0.1752,0.0837,0.0273
2.205,0.4665,3.48,0.1452,0.0841,0.0264
2.215,0.4637,3.48,0.0745,0.0841,0.019
2.225,0.461,3.48,0.1907,0.0832,0.0314
2.235,0.4583,3.48,0.1156,0.084,0.0158
2.245,0.4556,3.48,0.0701,0.0833,0.0195
2.255,0.4529,3.48,0.07,0.0845,0.0184
2.265,0.4503,3.48,0.1919,0.0836,0.0293
2.275,0.4477,3.48,-0.0369,0.0832,0.0124
2.285,0.445,3.48,0.0925,0.0848,0.0248
2.295,0.4425,3.48,0.0305,0.0862,0.0149
2.305,0.4399,3.48,0.0164,0.0883,0.0161
2.315,0.4373,3.48,0.0265,0.0882,0.0232
2.325,0.4348,3.48,0.0646,0.0883,0.032
2.335,0.4323,3.48,-0.0221,0.0907,0.0269
2.345,0.4298,3.48,0.0924,0.0921,0.0166
1.085,0.9337,4.16,0.0148,0.009,0.004
1.095,0.9291,4.16,0.0125,0.0104,0.0031
1.105,0.9246,4.16,-0.0131,0.0119,0.0024
1.115,0.92,4.16,-0.0033,0.0139,0.0023
1.125,0.9155,4.16,0.0143,0.015,0.0031
1.135,0.911,4.16,0.0152,0.0165,0.0047
1.145,0.9065,4.16,0.0101,0.0226,0.0028
1.155,0.9019,4.16,0.0127,0.023,0.0074
1.165,0.8974,4.16,-0.0416,0.0269,0.0123
1.175,0.8929,4.16,0.0478,0.0275,0.0113
1.185,0.8884,4.16,-0.0038,0.0276,0.0037
1.195,0.8839,4.16,0.0135,0.0283,0.0079
1.205,0.8794,4.16,-0.0107,0.0295,0.0045
1.215,0.875,4.16,0.0416,0.0273,0.0125
1.225,0.8705,4.16,0.0253,0.028,0.0066
1.235,0.866,4.16,0.0202,0.0291,0.0065
1.245,0.8616,4.16,0.0025,0.0286,0.0075
1.255,0.8571,4.16,0.02,0.0295,0.0048
1.265,0.8527,4.16,-0.0116,0.0297,0.0029
1.275,0.8483,4.16,-0.0195,0.0322,0.0099
1.285,0.8439,4.16,-0.0539,0.0319,0.0089
1.295,0.8395,4.16,-0.0327,0.0326,0.0068
1.305,0.8351,4.16,-0.0013,0.0335,0.006
1.315,0.8308,4.16,0.0335,0.032,0.0064
1.325,0.8264,4.16,0.032,0.0326,0.013
1.335,0.8221,4.16,0.0304,0.0329,0.004
1.345,0.8177,4.16,0.0718,0.0335,0.0105
1.355,0.8134,4.16,0.0507,0.0348,0.0075
1.365,0.8091,4.16,0.0076,0.0354,0.0072
1.375,0.8048,4.16,0.0066,0.0339,0.004
1.385,0.8005,4.16,-0.0183,0.0356,0.0052
1.395,0.7963,4.16,0.0388,0.0358,0.006
1.405,0.792,4.16,0.0477,0.0343,0.01
1.415,0.7878,4.16,-0.0275,0.0348,0.007
1.425,0.7836,4.16,0.0319,0.0343,0.0086
1.435,0.7794,4.16,0.004,0.0353,0.0027
1.445,0.7752,4.16,0.0274,0.0354,0.0057
1.455,0.771,4.16,-0.025,0.0369,0.006
1.465,0.7669,4.16,0.0363,0.0389,0.0067
1.475,0.7628,4.16,0.0268,0.0406,0.0099
1.485,0.7586,4.16,0.0405,0.042,0.0121
1.495,0.7545,4.16,0.0494,0.0426,0.0099
1.505,0.7505,4.16,0.0707,0.0412,0.011
1.515,0.7464,4.16,0.0891,0.0426,0.0138
1.525,0.7423,4.16,0.0642,0.0416,0.0122
1.535,0.7383,4.16,-0.0616,0.0423,0.0081
1.545,0.7343,4.16,-0.0243,0.0427,0.0063
1.555,0.7303,4.16,0.1644,0.0449,0.0249
1.565,0.7263,4.16,0.044,0.0463,0.0097
1.575,0.7224,4.16,0.0434,0.0451,0.0113
1.585,0.7184,4.16,0.0364,0.046,0.0055
1.595,0.7145,4.16,0.0311,0.045,0.0085
1.605,0.7106,4.16,0.087,0.0466,0.0135
1.615,0.7067,4.16,0.0123,0.0425,0.0103
1.625,0.7028,4.16,0.0048,0.0433,0.0036
1.635,0.699,4.16,0.0755,0.0433,0.0127
1.645,0.6952,4.16,-0.0216,0.0441,0.0088
1.655,0.6913,4.16,0.0413,0.0441,0.0167
1.665,0.6875,4.16,0.0175,0.0457,0.0055
1.675,0.6838,4.16,0.0772,0.0461,0.0143
1.685,0.68,4.16,0.1626,0.0486,0.0193
1.695,0.6763,4.16,0.0256,0.0505,0.0105
1.705,0.6726,4.16,0.0325,0.0489,0.0067
1.715,0.6689,4.16,0.0883,0.0491,0.0136
1.725,0.6652,4.16,0.0442,0.0503,0.0061
1.735,0.6615,4.16,0.0892,0.0499,0.0136
1.745,0.6579,4.16,0.0204,0.0513,0.0101
1.755,0.6543,4.16,0.096,0.0508,0.0151
1.765,0.6507,4.16,0.1509,0.051,0.0171
1.775,0.6471,4.16,0.0834,0.0532,0.011
1.785,0.6435,4.16,0.0846,0.0523,0.013
1.795,0.64,4.16,0.0801,0.0528,0.0148
1.805,0.6364,4.16,-0.0096,0.0548,0.0147
1.815,0.6329,4.16,0.0842,0.0563,0.0142
1.825,0.6295,4.16,0.0399,0.0554,0.0074
1.835,0.626,4.16,0.0404,0.0562,0.0132
1.845,0.6225,4.16,0.0882,0.057,0.0122
1.855,0.6191,4.16,0.0355,0.0558,0.0099
1.865,0.6157,4.16,0.0442,0.0552,0.0107
1.875,0.6123,4.16,-0.0037,0.0559,0.0087
1.885,0.6089,4.16,-0.0463,0.0559,0.0085
1.895,0.6056,4.16,0.1308,0.0574,0.0207
1.905,0.6023,4.16,0.0667,0.0596,0.0132
1.915,0.5989,4.16,0.0392,0.0612,0.0137
1.925,0.5957,4.16,0.0017,0.0628,0.0117
1.935,0.5924,4.16,-0.0266,0.0634,0.0144
1.945,0.5891,4.16,-0.0563,0.0627,0.0085
1.955,0.5859,4.16,0.083,0.0631,0.0128
1.965,0.5827,4.16,-0.0661,0.0629,0.0199
1.975,0.5795,4.16,0.0452,0.0617,0.0087
1.985,0.5763,4.16,0.1235,0.0612,0.0205
1.995,0.5731,4.16,0.112,0.0618,0.0198
2.005,0.57,4.16,0.0015,0.064,0.015
2.015,0.5669,4.16,0.149,0.0622,0.018
2.025,0.5638,4.16,0.0253,0.0623,0.0102
2.035,0.5607,4.16,0.1063,0.0636,0.0157
2.045,0.5576,4.16,0.0595,0.0636,0.0232
2.055,0.5546,4.16,0.0754,0.0654,0.0127
2.065,0.5515,4.16,0.0592,0.0643,0.011
2.075,0.5485,4.16,0.1032,0.0654,0.0254
2.085,0.5455,4.16,0.0067,0.0685,0.0097
2.095,0.5426,4.16,0.0347,0.0689,0.0101
2.105,0.5396,4.16,0.0778,0.0698,0.0152
2.115,0.5367,4.16,0.0726,0.0705,0.0143
2.125,0.5337,4.16,0.0826,0.0712,0.0154
