W,x,Q2,g1/F1,dg1/F1(stat),dg1/F1(sys)
1.835,0.5834,3.48,0.4885,0.3634,0.068
1.845,0.5798,3.48,0.6116,0.3618,0.0772
1.855,0.5762,3.48,0.1005,0.3488,0.0957
1.865,0.5727,3.48,0.7185,0.3357,0.1316
1.875,0.5692,3.48,0.6972,0.3379,0.0811
1.885,0.5657,3.48,-0.3542,0.3302,0.0757
1.895,0.5623,3.48,0.057,0.333,0.0563
1.905,0.5588,3.48,0.2357,0.3337,0.071
1.915,0.5554,3.48,0.757,0.3346,0.1248
1.925,0.552,3.48,0.5555,0.3422,0.0898
1.935,0.5487,3.48,0.6661,0.3352,0.097
1.945,0.5453,3.48,0.0373,0.3288,0.025
1.955,0.542,3.48,0.0519,0.3271,0.0481
1.965,0.5387,3.48,0.5725,0.316,0.0659
1.975,0.5355,3.48,-0.2497,0.3022,0.0969
1.985,0.5322,3.48,0.675,0.2979,0.0844
1.995,0.529,3.48,0.6162,0.2927,0.0972
2.005,0.5258,3.48,0.3971,0.2929,0.0817
2.015,0.5226,3.48,0.3631,0.2859,0.1093
2.025,0.5195,3.48,0.5499,0.28,0.0828
2.035,0.5164,3.48,-0.0574,0.2808,0.038
2.045,0.5133,3.48,0.4003,0.2766,0.0512
2.055,0.5102,3.48,0.4737,0.2762,0.0841
2.065,0.5071,3.48,0.0981,0.2706,0.0669
2.075,0.5041,3.48,0.4131,0.2662,0.0618
2.085,0.501,3.48,0.6038,0.2695,0.1103
2.095,0.498,3.48,0.7174,0.2651,0.0866
2.105,0.4951,3.48,0.3393,0.2637,0.0522
2.115,0.4921,3.48,0.1895,0.2605,0.0953
2.125,0.4892,3.48,0.439,0.2552,0.0972
2.135,0.4863,3.48,0.2071,0.2523,0.0406
2.145,0.4834,3.48,0.0788,0.2473,0.0797
2.155,0.4805,3.48,-0.1191,0.2453,0.0483
2.165,0.4777,3.48,0.5981,0.2469,0.0722
2.175,0.4748,3.48,0.3031,0.2467,0.0701
2.185,0.472,3.48,0.256,0.2472,0.0741
2.195,0.4692,3.48,0.5298,0.2531,0.0831
2.205,0.4665,3.48,0.4304,0.2508,0.0793
2.215,0.4637,3.48,0.2168,0.2472,0.0562
2.225,0.461,3.48,0.5506,0.2413,0.092
2.235,0.4583,3.48,0.3317,0.2403,0.0453
2.245,0.4556,3.48,0.2027,0.2351,0.0547
2.255,0.4529,3.48,0.1979,0.2353,0.0511
2.265,0.4503,3.48,0.5265,0.2298,0.0813
2.275,0.4477,3.48,-0.0991,0.2258,0.0339
2.285,0.445,3.48,0.2446,0.2271,0.0667
2.295,0.4425,3.48,0.0834,0.2277,0.0394
2.305,0.4399,3.48,0.0416,0.2304,0.042
2.315,0.4373,3.48,0.0685,0.2272,0.06
2.325,0.4348,3.48,0.1661,0.2245,0.0819
2.335,0.4323,3.48,-0.0528,0.2276,0.0679
2.345,0.4298,3.48,0.2292,0.2285,0.0414
1.085,0.9337,4.16,5.0399,3.0693,2.5485
1.095,0.9291,4.16,2.9219,2.4183,0.6937
1.105,0.9246,4.16,-2.3483,2.1422,0.4823
1.115,0.92,4.16,-0.4545,2.0339,0.3458
1.125,0.9155,4.16,1.7357,1.8319,0.3425
1.135,0.911,4.16,1.6051,1.723,0.4807
1.145,0.9065,4.16,0.9285,2.0345,0.2446
1.155,0.9019,4.16,1.0049,1.7996,0.5784
1.165,0.8974,4.16,-2.8534,1.8564,0.8496
1.175,0.8929,4.16,2.904,1.6845,0.6766
1.185,0.8884,4.16,-0.2221,1.5236,0.2017
1.195,0.8839,4.16,0.6541,1.4216,0.3921
1.205,0.8794,4.16,-0.5173,1.3683,0.201
1.215,0.875,4.16,1.8171,1.187,0.5219
1.225,0.8705,4.16,1.0326,1.1589,0.2567
1.235,0.866,4.16,0.8053,1.1559,0.2504
1.245,0.8616,4.16,0.0868,1.0993,0.2899
1.255,0.8571,4.16,0.7463,1.1021,0.1666
1.265,0.8527,4.16,-0.4329,1.0828,0.1032
1.275,0.8483,4.16,-0.6983,1.1484,0.3533
1.285,0.8439,4.16,-1.8653,1.1078,0.2963
1.295,0.8395,4.16,-1.0983,1.1016,0.2269
1.305,0.8351,4.16,-0.0299,1.1012,0.198
1.315,0.8308,4.16,1.0637,1.0208,0.2006
1.325,0.8264,4.16,0.9639,1.0078,0.3982
1.335,0.8221,4.16,0.9146,0.9835,0.1145
1.345,0.8177,4.16,2.0716,0.9675,0.2968
1.355,0.8134,4.16,1.4145,0.9708,0.203
1.365,0.8091,4.16,0.2173,0.952,0.193
1.375,0.8048,4.16,0.1693,0.8804,0.1027
1.385,0.8005,4.16,-0.4664,0.8912,0.129
1.395,0.7963,4.16,0.9374,0.8632,0.1384
1.405,0.792,4.16,1.0981,0.7946,0.229
1.415,0.7878,4.16,-0.6171,0.7753,0.1563
1.425,0.7836,4.16,0.6799,0.733,0.1805
1.435,0.7794,4.16,0.0817,0.7245,0.0543
1.445,0.7752,4.16,0.5481,0.6967,0.1105
1.455,0.771,4.16,-0.4787,0.6953,0.1118
1.465,0.7669,4.16,0.6545,0.7029,0.1187
1.475,0.7628,4.16,0.4547,0.7034,0.1706
1.485,0.7586,4.16,0.695,0.6977,0.1976
1.495,0.7545,4.16,0.7911,0.6848,0.1557
1.505,0.7505,4.16,1.1124,0.642,0.1666
1.515,0.7464,4.16,1.3456,0.6463,0.2077
1.525,0.7423,4.16,0.9564,0.6169,0.1797
1.535,0.7383,4.16,-0.905,0.6146,0.1156
1.545,0.7343,4.16,-0.3471,0.6081,0.0912
1.555,0.7303,4.16,2.3041,0.6278,0.349
1.565,0.7263,4.16,0.5987,0.6338,0.1333
1.575,0.7224,4.16,0.5813,0.6049,0.1523
1.585,0.7184,4.16,0.4811,0.6022,0.0705
1.595,0.7145,4.16,0.3955,0.5761,0.1087
1.605,0.7106,4.16,1.0877,0.5811,0.1686
1.615,0.7067,4.16,0.1411,0.5167,0.1256
1.625,0.7028,4.16,0.0571,0.5131,0.043
1.635,0.699,4.16,0.8735,0.4992,0.1471
1.645,0.6952,4.16,-0.2395,0.4954,0.0998
1.655,0.6913,4.16,0.4567,0.4823,0.1841
1.665,0.6875,4.16,0.1891,0.4856,0.0586
1.675,0.6838,4.16,0.8001,0.4773,0.1488
1.685,0.68,4.16,1.6433,0.489,0.1911
1.695,0.6763,4.16,0.254,0.4943,0.1033
1.705,0.6726,4.16,0.3115,0.4663,0.0644
1.715,0.6689,4.16,0.8206,0.4564,0.125
1.725,0.6652,4.16,0.4032,0.456,0.0548
1.735,0.6615,4.16,0.7942,0.4423,0.1194
1.745,0.6579,4.16,0.1828,0.4448,0.0881
1.755,0.6543,4.16,0.8132,0.4311,0.1275
1.765,0.6507,4.16,1.2647,0.4247,0.1397
1.775,0.6471,4.16,0.6864,0.4356,0.0884
1.785,0.6435,4.16,0.6839,0.4212,0.1043
1.795,0.64,4.16,0.6366,0.4181,0.1174
1.805,0.6364,4.16,-0.0719,0.4272,0.1152
1.815,0.6329,4.16,0.6439,0.4316,0.1097
1.825,0.6295,4.16,0.3005,0.4181,0.0563
1.835,0.626,4.16,0.2975,0.4171,0.0985
1.845,0.6225,4.16,0.6432,0.4162,0.0897
1.855,0.6191,4.16,0.2538,0.4,0.0717
1.865,0.6157,4.16,0.3142,0.3887,0.0759
1.875,0.6123,4.16,-0.0247,0.3872,0.0609
1.885,0.6089,4.16,-0.3193,0.3809,0.0576
1.895,0.6056,4.16,0.8726,0.384,0.14
1.905,0.6023,4.16,0.439,0.3917,0.0883
1.915,0.5989,4.16,0.2565,0.3956,0.0883
1.925,0.5957,4.16,0.01,0.3983,0.0749
1.935,0.5924,4.16,-0.1697,0.3951,0.0902
1.945,0.5891,4.16,-0.3448,0.3838,0.0523
1.955,0.5859,4.16,0.5018,0.3796,0.0777
1.965,0.5827,4.16,-0.3836,0.3716,0.1181
1.975,0.5795,4.16,0.2624,0.358,0.0509
1.985,0.5763,4.16,0.704,0.349,0.1182
1.995,0.5731,4.16,0.6271,0.3465,0.1123
2.005,0.57,4.16,0.0061,0.3523,0.0829
2.015,0.5669,4.16,0.8097,0.3367,0.098
2.025,0.5638,4.16,0.1335,0.3315,0.054
2.035,0.5607,4.16,0.5558,0.3329,0.083
2.045,0.5576,4.16,0.3016,0.3274,0.12
2.055,0.5546,4.16,0.3804,0.3309,0.0646
2.065,0.5515,4.16,0.2952,0.3197,0.055
2.075,0.5485,4.16,0.501,0.3197,0.1251
2.085,0.5455,4.16,0.0345,0.3294,0.0469
2.095,0.5426,4.16,0.1647,0.3256,0.0479
2.105,0.5396,4.16,0.3664,0.3244,0.07
2.115,0.5367,4.16,0.3319,0.3224,0.0656
2.125,0.5337,4.16,0.3714,0.3207,0.0696
