x,Q2,W,Eb,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),Experiment
,2.42279,1.7397,,,,,,,0.49988,0.0297,0.0064,,,,,,CLAS_EG1b
,2.42411,1.77996,,,,,,,0.44584,0.0306,0.0061,,,,,,CLAS_EG1b
,2.4244,1.8201,,,,,,,0.41487,0.0305,0.0072,,,,,,CLAS_EG1b
,2.42176,1.86012,,,,,,,0.35775,0.0298,0.0068,,,,,,CLAS_EG1b
,2.41644,1.90009,,,,,,,0.38305,0.0293,0.0067,,,,,,CLAS_EG1b
,2.41382,1.94007,,,,,,,0.34458,0.0291,0.0065,,,,,,CLAS_EG1b
,2.41373,1.97998,,,,,,,0.36902,0.0288,0.0094,,,,,,CLAS_EG1b
,2.41901,2.01997,,,,,,,0.40032,0.029,0.0086,,,,,,CLAS_EG1b
,2.42384,2.06,,,,,,,0.41054,0.029,0.0101,,,,,,CLAS_EG1b
,2.41641,2.09993,,,,,,,0.42518,0.029,0.0097,,,,,,CLAS_EG1b
,2.40831,2.13982,,,,,,,0.38832,0.0295,0.0099,,,,,,CLAS_EG1b
,2.40601,2.17974,,,,,,,0.39711,0.0303,0.0108,,,,,,CLAS_EG1b
,2.41864,2.21968,,,,,,,0.4172,0.0318,0.0133,,,,,,CLAS_EG1b
,2.42675,2.26018,,,,,,,0.38434,0.0318,0.0104,,,,,,CLAS_EG1b
,2.42717,2.30013,,,,,,,0.34982,0.0311,0.009,,,,,,CLAS_EG1b
,2.42852,2.34014,,,,,,,0.43207,0.0303,0.0117,,,,,,CLAS_EG1b
,2.42812,2.38015,,,,,,,0.33939,0.0296,0.0104,,,,,,CLAS_EG1b
,2.42847,2.42015,,,,,,,0.36967,0.029,0.0117,,,,,,CLAS_EG1b
,2.4281,2.46009,,,,,,,0.37642,0.0284,0.0122,,,,,,CLAS_EG1b
,2.4279,2.50009,,,,,,,0.32226,0.0279,0.0108,,,,,,CLAS_EG1b
,2.42848,2.54005,,,,,,,0.34177,0.0276,0.0124,,,,,,CLAS_EG1b
,2.42606,2.57983,,,,,,,0.31442,0.0277,0.014,,,,,,CLAS_EG1b
,2.39458,2.61857,,,,,,,0.33362,0.0307,0.0153,,,,,,CLAS_EG1b
,2.32009,2.65585,,,,,,,0.25135,0.0454,0.0156,,,,,,CLAS_EG1b
,2.25334,2.68441,,,,,,,0.62333,0.184,0.0155,,,,,,CLAS_EG1b
,2.88072,1.1845,,,,,,,-0.1936,0.1184,0.0006,,,,,,CLAS_EG1b
,2.88354,1.22097,,,,,,,0.06231,0.077,0.0008,,,,,,CLAS_EG1b
,2.88297,1.25969,,,,,,,0.10637,0.0762,0.0009,,,,,,CLAS_EG1b
,2.88543,1.30043,,,,,,,0.33566,0.0759,0.0012,,,,,,CLAS_EG1b
,2.88542,1.34038,,,,,,,0.34202,0.0714,0.0014,,,,,,CLAS_EG1b
,2.88785,1.38064,,,,,,,0.43268,0.0661,0.0022,,,,,,CLAS_EG1b
,2.88767,1.4207,,,,,,,0.46106,0.0595,0.0021,,,,,,CLAS_EG1b
,2.88802,1.46141,,,,,,,0.52754,0.0511,0.0031,,,,,,CLAS_EG1b
,2.8879,1.50094,,,,,,,0.52141,0.0412,0.0034,,,,,,CLAS_EG1b
,2.88683,1.53944,,,,,,,0.56145,0.0413,0.0031,,,,,,CLAS_EG1b
,2.88332,1.58008,,,,,,,0.47953,0.0431,0.0026,,,,,,CLAS_EG1b
,2.87779,1.62044,,,,,,,0.4562,0.0413,0.0028,,,,,,CLAS_EG1b
,2.87189,1.66102,,,,,,,0.53681,0.0365,0.0043,,,,,,CLAS_EG1b
,2.86832,1.70009,,,,,,,0.53,0.0326,0.0056,,,,,,CLAS_EG1b
,2.86744,1.73948,,,,,,,0.44235,0.0344,0.005,,,,,,CLAS_EG1b
,2.87098,1.77977,,,,,,,0.49803,0.0363,0.0054,,,,,,CLAS_EG1b
,2.87582,1.81983,,,,,,,0.36817,0.0375,0.0054,,,,,,CLAS_EG1b
,2.87385,1.86004,,,,,,,0.47274,0.0378,0.0064,,,,,,CLAS_EG1b
,2.86741,1.89999,,,,,,,0.42973,0.0376,0.0057,,,,,,CLAS_EG1b
,2.86399,1.93997,,,,,,,0.42486,0.0376,0.0059,,,,,,CLAS_EG1b
,2.86309,1.97997,,,,,,,0.4295,0.0377,0.0059,,,,,,CLAS_EG1b
,2.87238,2.01969,,,,,,,0.39816,0.0383,0.0061,,,,,,CLAS_EG1b
,2.88659,2.06008,,,,,,,0.45396,0.0389,0.0078,,,,,,CLAS_EG1b
,2.88996,2.10014,,,,,,,0.43439,0.038,0.0072,,,,,,CLAS_EG1b
,2.89092,2.14019,,,,,,,0.43031,0.0369,0.0078,,,,,,CLAS_EG1b
,2.89026,2.1802,,,,,,,0.38134,0.0357,0.0069,,,,,,CLAS_EG1b
,2.89038,2.22021,,,,,,,0.35839,0.0348,0.007,,,,,,CLAS_EG1b
,2.89161,2.26012,,,,,,,0.41663,0.0339,0.0082,,,,,,CLAS_EG1b
,2.89214,2.3001,,,,,,,0.42636,0.0332,0.0092,,,,,,CLAS_EG1b
,2.89176,2.34013,,,,,,,0.39784,0.0325,0.0094,,,,,,CLAS_EG1b
,2.89139,2.38009,,,,,,,0.40919,0.0319,0.0098,,,,,,CLAS_EG1b
,2.89151,2.41999,,,,,,,0.39151,0.0316,0.0108,,,,,,CLAS_EG1b
,2.87838,2.4597,,,,,,,0.39005,0.0323,0.0111,,,,,,CLAS_EG1b
,2.84355,2.49911,,,,,,,0.34524,0.0353,0.0118,,,,,,CLAS_EG1b
,2.78513,2.53798,,,,,,,0.35707,0.0436,0.0156,,,,,,CLAS_EG1b
,2.72587,2.57494,,,,,,,0.37895,0.0709,0.0179,,,,,,CLAS_EG1b
,2.678,2.60388,,,,,,,0.58389,0.353,0.0168,,,,,,CLAS_EG1b
,3.42765,1.18452,,,,,,,-0.039,0.1561,0.0007,,,,,,CLAS_EG1b
,3.42425,1.221,,,,,,,-0.0448,0.1039,0.0006,,,,,,CLAS_EG1b
,3.42087,1.26009,,,,,,,0.26393,0.1005,0.0009,,,,,,CLAS_EG1b
,3.42127,1.30053,,,,,,,0.38185,0.0966,0.0012,,,,,,CLAS_EG1b
,3.4186,1.34044,,,,,,,0.42791,0.0897,0.0012,,,,,,CLAS_EG1b
,3.41784,1.38047,,,,,,,0.57445,0.0824,0.0021,,,,,,CLAS_EG1b
,3.41856,1.42061,,,,,,,0.59517,0.0754,0.0024,,,,,,CLAS_EG1b
,3.41647,1.46128,,,,,,,0.60566,0.0663,0.0026,,,,,,CLAS_EG1b
,3.41662,1.50067,,,,,,,0.5001,0.0552,0.0029,,,,,,CLAS_EG1b
,3.41618,1.53941,,,,,,,0.57054,0.0567,0.0025,,,,,,CLAS_EG1b
,3.41484,1.57998,,,,,,,0.48247,0.0592,0.0028,,,,,,CLAS_EG1b
,3.41133,1.62045,,,,,,,0.4754,0.0573,0.0027,,,,,,CLAS_EG1b
,3.40862,1.66094,,,,,,,0.36443,0.0513,0.0026,,,,,,CLAS_EG1b
,3.40784,1.70012,,,,,,,0.46114,0.046,0.0052,,,,,,CLAS_EG1b
,3.41394,1.73943,,,,,,,0.51436,0.0489,0.0038,,,,,,CLAS_EG1b
,3.42728,1.7798,,,,,,,0.45447,0.0523,0.0035,,,,,,CLAS_EG1b
,3.44065,1.82019,,,,,,,0.42773,0.0529,0.0036,,,,,,CLAS_EG1b
,3.443,1.86027,,,,,,,0.5011,0.0515,0.0044,,,,,,CLAS_EG1b
,3.44343,1.90028,,,,,,,0.33195,0.0493,0.003,,,,,,CLAS_EG1b
,3.44499,1.94023,,,,,,,0.40911,0.0473,0.0036,,,,,,CLAS_EG1b
,3.44707,1.98027,,,,,,,0.34732,0.0457,0.0035,,,,,,CLAS_EG1b
,3.44612,2.0202,,,,,,,0.49976,0.0438,0.0056,,,,,,CLAS_EG1b
,3.44582,2.06026,,,,,,,0.47393,0.0425,0.0057,,,,,,CLAS_EG1b
,3.44652,2.10013,,,,,,,0.51899,0.0412,0.0065,,,,,,CLAS_EG1b
,3.44606,2.14016,,,,,,,0.37131,0.04,0.0051,,,,,,CLAS_EG1b
,3.44657,2.18013,,,,,,,0.4566,0.039,0.0065,,,,,,CLAS_EG1b
,3.44081,2.22,,,,,,,0.41613,0.0386,0.0057,,,,,,CLAS_EG1b
,3.42334,2.25979,,,,,,,0.44343,0.0391,0.0075,,,,,,CLAS_EG1b
,3.40271,2.29967,,,,,,,0.46338,0.0406,0.0084,,,,,,CLAS_EG1b
,3.38584,2.33939,,,,,,,0.49307,0.0432,0.0105,,,,,,CLAS_EG1b
,3.3617,2.37886,,,,,,,0.39348,0.0485,0.0078,,,,,,CLAS_EG1b
,3.31873,2.41763,,,,,,,0.48486,0.0627,0.0106,,,,,,CLAS_EG1b
,3.27061,2.45577,,,,,,,0.46361,0.1004,0.0111,,,,,,CLAS_EG1b
,3.21758,2.48983,,,,,,,0.33424,0.2609,0.0104,,,,,,CLAS_EG1b
,4.05976,1.18385,,,,,,,-0.3139,0.2676,0.0008,,,,,,CLAS_EG1b
,4.06083,1.22119,,,,,,,0.21098,0.1822,0.0008,,,,,,CLAS_EG1b
,4.06058,1.25996,,,,,,,0.36788,0.173,0.0012,,,,,,CLAS_EG1b
,4.06748,1.30076,,,,,,,0.6005,0.1623,0.0018,,,,,,CLAS_EG1b
,4.07291,1.34087,,,,,,,0.38347,0.1455,0.0012,,,,,,CLAS_EG1b
,4.08498,1.38046,,,,,,,0.58494,0.1319,0.0015,,,,,,CLAS_EG1b
,4.09061,1.42061,,,,,,,0.70854,0.1238,0.0023,,,,,,CLAS_EG1b
,4.10531,1.46137,,,,,,,0.39221,0.1067,0.0014,,,,,,CLAS_EG1b
,4.10589,1.50078,,,,,,,0.5193,0.087,0.0019,,,,,,CLAS_EG1b
,4.10454,1.53965,,,,,,,0.58698,0.0868,0.0015,,,,,,CLAS_EG1b
,4.10529,1.58028,,,,,,,0.58784,0.0868,0.0015,,,,,,CLAS_EG1b
,4.10948,1.62063,,,,,,,0.51,0.0806,0.0014,,,,,,CLAS_EG1b
,4.10736,1.66115,,,,,,,0.54945,0.07,0.0018,,,,,,CLAS_EG1b
,4.10777,1.70045,,,,,,,0.49918,0.0607,0.0024,,,,,,CLAS_EG1b
,4.10678,1.73976,,,,,,,0.50952,0.0613,0.0024,,,,,,CLAS_EG1b
,4.10715,1.77995,,,,,,,0.46239,0.0627,0.0024,,,,,,CLAS_EG1b
,4.10944,1.82019,,,,,,,0.53537,0.061,0.0028,,,,,,CLAS_EG1b
,4.11003,1.86023,,,,,,,0.45294,0.0589,0.003,,,,,,CLAS_EG1b
,4.10835,1.90023,,,,,,,0.49328,0.0565,0.0031,,,,,,CLAS_EG1b
,4.09913,1.94006,,,,,,,0.45862,0.0551,0.0033,,,,,,CLAS_EG1b
,4.08437,1.98,,,,,,,0.46768,0.0547,0.0034,,,,,,CLAS_EG1b
,4.06576,2.01993,,,,,,,0.38327,0.0548,0.0033,,,,,,CLAS_EG1b
,4.04896,2.05985,,,,,,,0.56523,0.0559,0.0054,,,,,,CLAS_EG1b
,4.03166,2.09974,,,,,,,0.49905,0.0583,0.0058,,,,,,CLAS_EG1b
,4.01245,2.13941,,,,,,,0.47825,0.0622,0.0055,,,,,,CLAS_EG1b
,3.99775,2.17879,,,,,,,0.42232,0.0705,0.0055,,,,,,CLAS_EG1b
,3.98763,2.21886,,,,,,,0.37668,0.0836,0.0048,,,,,,CLAS_EG1b
,3.96007,2.25886,,,,,,,0.6045,0.0981,0.0081,,,,,,CLAS_EG1b
,3.92152,2.29768,,,,,,,0.61219,0.1218,0.01,,,,,,CLAS_EG1b
,3.87684,2.33698,,,,,,,0.50698,0.1777,0.0089,,,,,,CLAS_EG1b
,3.8242,2.36722,,,,,,,0.91868,0.6681,0.0168,,,,,,CLAS_EG1b
,4.89381,1.18458,,,,,,,-0.5613,0.4407,0.0003,,,,,,CLAS_EG1b
,4.8929,1.22125,,,,,,,0.21348,0.29,0.0005,,,,,,CLAS_EG1b
,4.89286,1.26047,,,,,,,0.61241,0.2702,0.0008,,,,,,CLAS_EG1b
,4.89676,1.30136,,,,,,,0.5235,0.2413,0.0009,,,,,,CLAS_EG1b
,4.88887,1.34136,,,,,,,0.52413,0.2033,0.0007,,,,,,CLAS_EG1b
,4.89473,1.38036,,,,,,,0.75419,0.177,0.0012,,,,,,CLAS_EG1b
,4.89967,1.42103,,,,,,,0.39274,0.1603,0.001,,,,,,CLAS_EG1b
,4.89587,1.4614,,,,,,,0.43013,0.133,0.001,,,,,,CLAS_EG1b
,4.89193,1.50065,,,,,,,0.47895,0.11,0.0014,,,,,,CLAS_EG1b
,4.87879,1.53962,,,,,,,0.44162,0.1099,0.0013,,,,,,CLAS_EG1b
,4.8684,1.58035,,,,,,,0.60243,0.1109,0.0012,,,,,,CLAS_EG1b
,4.85343,1.62057,,,,,,,0.57622,0.1057,0.0015,,,,,,CLAS_EG1b
,4.839,1.66097,,,,,,,0.58911,0.0938,0.0018,,,,,,CLAS_EG1b
,4.8224,1.70021,,,,,,,0.56665,0.0859,0.0018,,,,,,CLAS_EG1b
,4.80089,1.73955,,,,,,,0.48668,0.09,0.0021,,,,,,CLAS_EG1b
,4.78086,1.77971,,,,,,,0.43866,0.0951,0.0017,,,,,,CLAS_EG1b
,4.75484,1.81968,,,,,,,0.56778,0.1004,0.0024,,,,,,CLAS_EG1b
,4.73173,1.85939,,,,,,,0.574,0.1094,0.0024,,,,,,CLAS_EG1b
,4.7194,1.89922,,,,,,,0.43749,0.1199,0.0023,,,,,,CLAS_EG1b
,4.70542,1.93918,,,,,,,0.60725,0.1358,0.003,,,,,,CLAS_EG1b
,4.67996,1.97952,,,,,,,0.38137,0.1538,0.0023,,,,,,CLAS_EG1b
,4.64714,2.01823,,,,,,,0.75612,0.1824,0.006,,,,,,CLAS_EG1b
,4.62026,2.05795,,,,,,,0.42157,0.2389,0.0025,,,,,,CLAS_EG1b
,4.58946,2.09295,,,,,,,0.78259,0.4318,0.0063,,,,,,CLAS_EG1b
,5.71083,1.22108,,,,,,,0.53526,0.5203,0.0004,,,,,,CLAS_EG1b
,5.6798,1.25992,,,,,,,0.61241,0.4947,0.0006,,,,,,CLAS_EG1b
,5.67241,1.30066,,,,,,,1.89607,0.438,0.0015,,,,,,CLAS_EG1b
,5.64431,1.34062,,,,,,,0.09967,0.3775,0.0011,,,,,,CLAS_EG1b
,5.62839,1.38,,,,,,,0.60054,0.3572,0.0006,,,,,,CLAS_EG1b
,5.61136,1.41951,,,,,,,-0.1123,0.3608,0.0011,,,,,,CLAS_EG1b
,5.59645,1.46104,,,,,,,0.73275,0.3336,0.0011,,,,,,CLAS_EG1b
,5.58224,1.49999,,,,,,,0.53156,0.3073,0.0012,,,,,,CLAS_EG1b
,5.57033,1.53862,,,,,,,0.53815,0.3426,0.0008,,,,,,CLAS_EG1b
,5.54534,1.57966,,,,,,,0.80498,0.3879,0.0013,,,,,,CLAS_EG1b
,5.52462,1.61943,,,,,,,0.86244,0.4309,0.0013,,,,,,CLAS_EG1b
,5.50005,1.65917,,,,,,,1.06933,0.4881,0.0033,,,,,,CLAS_EG1b
,5.47494,1.69741,,,,,,,0.16419,0.5874,0.0017,,,,,,CLAS_EG1b
0.0058,0.26,,,0.2584,0.3138,0.0331,0.0697,0.3231,,,,,0.0221,0.027,0.0028,,HERMES
0.0096,0.41,,,0.1357,0.1632,0.0213,0.022,0.166,,,,,0.0158,0.0192,0.0025,,HERMES
0.0142,0.57,,,0.2361,0.1229,0.0219,0.0231,0.127,,,,,0.0364,0.019,0.0034,,HERMES
0.019,0.73,,,0.2416,0.12,0.0217,0.0152,0.1229,,,,,0.0459,0.0229,0.0042,,HERMES
0.0248,0.82,,,0.2812,0.089,0.0207,0.0126,0.0922,,,,,0.0667,0.0212,0.005,,HERMES
0.0264,1.12,,,0.4736,0.149,0.0375,0.0182,0.1547,,,,,0.1113,0.0351,0.0088,,HERMES
0.0325,0.87,,,0.3781,0.1609,0.0208,0.0135,0.1628,,,,,0.1137,0.0486,0.0063,,HERMES
0.0329,1.25,,,0.3459,0.0949,0.0273,0.0109,0.0993,,,,,0.0975,0.0268,0.0078,,HERMES
0.0399,0.9,,,0.3591,0.2147,0.0216,0.0121,0.2161,,,,,0.1289,0.0775,0.0078,,HERMES
0.0403,1.38,,,0.2696,0.0706,0.0215,0.0079,0.0742,,,,,0.0897,0.0236,0.0072,,HERMES
0.0498,0.93,,,0.2059,0.2534,0.0205,0.0069,0.2543,,,,,0.0885,0.1108,0.009,,HERMES
0.0506,1.54,,,0.264,0.0498,0.022,0.0078,0.055,,,,,0.1061,0.0201,0.0089,,HERMES
0.0643,1.25,,,0.2637,0.1011,0.0153,0.0091,0.1027,,,,,0.1358,0.0525,0.0082,,HERMES
0.0645,1.85,,,0.2063,0.0591,0.0163,0.0064,0.0616,,,,,0.1002,0.029,0.008,,HERMES
0.0655,2.58,,,0.1949,0.0702,0.0185,0.0048,0.0728,,,,,0.0918,0.0334,0.0089,,HERMES
0.0823,1.31,,,0.2177,0.1049,0.0149,0.008,0.1063,,,,,0.1377,0.0673,0.0097,,HERMES
0.0824,2.06,,,0.3104,0.052,0.0192,0.0106,0.0564,,,,,0.1871,0.0314,0.012,,HERMES
0.0835,3.08,,,0.3535,0.0504,0.024,0.009,0.0565,,,,,0.2057,0.0295,0.0141,,HERMES
0.1051,1.38,,,0.2942,0.1133,0.0182,0.0107,0.1153,,,,,0.2318,0.09,0.0149,,HERMES
0.1054,2.29,,,0.2104,0.0472,0.0141,0.0075,0.0498,,,,,0.1563,0.0355,0.0107,,HERMES
0.1064,3.65,,,0.2989,0.0396,0.02,0.0086,0.0452,,,,,0.2131,0.0284,0.0146,,HERMES
0.1344,1.46,,,0.2283,0.124,0.0144,0.0072,0.125,,,,,0.2222,0.1233,0.0147,,HERMES
0.1347,2.56,,,0.2724,0.043,0.0166,0.009,0.047,,,,,0.2539,0.0404,0.016,,HERMES
0.1358,4.3,,,0.2977,0.0325,0.0189,0.0093,0.0387,,,,,0.2627,0.0289,0.0171,,HERMES
0.1719,1.56,,,0.2623,0.1396,0.0159,0.0063,0.1406,,,,,0.3247,0.1765,0.0208,,HERMES
0.1722,2.87,,,0.2741,0.0398,0.0166,0.0074,0.0438,,,,,0.3231,0.0474,0.0202,,HERMES
0.1734,5.05,,,0.2768,0.0274,0.0173,0.008,0.0334,,,,,0.3095,0.0311,0.0198,,HERMES
0.2191,1.67,,,0.2075,0.1545,0.0158,0.004,0.1554,,,,,0.3267,0.2539,0.0267,,HERMES
0.22,3.18,,,0.2076,0.0367,0.0133,0.0043,0.0393,,,,,0.316,0.0571,0.0211,,HERMES
0.2213,5.87,,,0.2245,0.0232,0.0133,0.0052,0.0272,,,,,0.3312,0.0349,0.0202,,HERMES
0.2786,1.98,,,0.2548,0.1329,0.0143,0.0047,0.1337,,,,,0.5419,0.2916,0.0327,,HERMES
0.281,3.77,,,0.1925,0.0318,0.0114,0.0036,0.034,,,,,0.4005,0.0681,0.0251,,HERMES
0.2824,6.94,,,0.1936,0.0199,0.0116,0.0037,0.0233,,,,,0.402,0.0425,0.0252,,HERMES
0.355,2.46,,,0.1683,0.1049,0.014,0.0036,0.1059,,,,,0.503,0.3315,0.0459,,HERMES
0.3585,4.62,,,0.1576,0.0259,0.0102,0.003,0.028,,,,,0.4901,0.084,0.0342,,HERMES
0.3603,8.25,,,0.1594,0.0171,0.0089,0.0031,0.0195,,,,,0.5151,0.057,0.0305,,HERMES
0.452,3.08,,,0.107,0.0808,0.0092,0.003,0.0814,,,,,0.5114,0.4187,0.0491,,HERMES
0.4567,5.61,,,0.1266,0.0203,0.0071,0.0031,0.0217,,,,,0.6858,0.1155,0.0423,,HERMES
0.4589,9.72,,,0.1043,0.0139,0.0055,0.0023,0.0151,,,,,0.6137,0.0846,0.0359,,HERMES
0.5629,3.9,,,0.076,0.0578,0.0064,0.0017,0.0582,,,,,0.6971,0.5745,0.0663,,HERMES
0.5798,6.77,,,0.0389,0.0164,0.0024,0.0013,0.0166,,,,,0.4508,0.2072,0.0328,,HERMES
0.5823,11.36,,,0.0517,0.0105,0.0027,0.0015,0.0109,,,,,0.7261,0.1526,0.0451,,HERMES
0.6921,6.32,,,0.0261,0.03,0.0021,0.0009,0.0301,,,,,0.6805,0.8498,0.0603,,HERMES
0.7173,9.56,,,0.0257,0.0079,0.0014,0.0011,0.0081,,,,,1.0606,0.3406,0.0633,,HERMES
0.7311,14.29,,,0.0204,0.0068,0.001,0.0006,0.0069,,,,,1.206,0.4092,0.0692,,HERMES
0.023,0.92,,,0.3,0.062,0.021,,0.0655,0.064,0.013,0.004,0.0136,,,,,HERMES
0.028,1.01,,,0.327,0.048,0.023,,0.0532,0.08,0.012,0.006,0.0134,,,,,HERMES
0.033,1.11,,,0.245,0.041,0.017,,0.0444,0.069,0.011,0.005,0.0121,,,,,HERMES
0.04,1.24,,,0.284,0.035,0.019,,0.0398,0.09,0.011,0.006,0.0125,,,,,HERMES
0.047,1.39,,,0.302,0.031,0.02,,0.0369,0.112,0.011,0.007,0.013,,,,,HERMES
0.056,1.56,,,0.284,0.027,0.019,,0.033,0.122,0.012,0.008,0.0144,,,,,HERMES
0.067,1.73,,,0.206,0.025,0.014,,0.0287,0.103,0.012,0.007,0.0139,,,,,HERMES
0.08,1.9,,,0.28,0.022,0.018,,0.0284,0.163,0.013,0.011,0.017,,,,,HERMES
0.095,2.09,,,0.24,0.02,0.016,,0.0256,0.163,0.014,0.011,0.0178,,,,,HERMES
0.114,2.26,,,0.251,0.019,0.017,,0.0255,0.198,0.015,0.013,0.0198,,,,,HERMES
0.136,2.44,,,0.268,0.017,0.018,,0.0248,0.249,0.016,0.016,0.0226,,,,,HERMES
0.162,2.63,,,0.225,0.016,0.015,,0.0219,0.244,0.017,0.016,0.0233,,,,,HERMES
0.193,2.81,,,0.237,0.015,0.016,,0.0219,0.307,0.019,0.02,0.0276,,,,,HERMES
0.23,3.02,,,0.216,0.014,0.014,,0.0198,0.336,0.022,0.022,0.0311,,,,,HERMES
0.274,3.35,,,0.183,0.013,0.012,,0.0177,0.354,0.025,0.023,0.034,,,,,HERMES
0.327,3.76,,,0.187,0.012,0.012,,0.017,0.468,0.031,0.031,0.0438,,,,,HERMES
0.389,4.25,,,0.147,0.013,0.01,,0.0164,0.494,0.042,0.032,0.0528,,,,,HERMES
0.464,4.8,,,0.104,0.011,0.007,,0.013,0.52,0.053,0.034,0.063,,,,,HERMES
0.55,5.51,,,0.094,0.009,0.006,,0.0108,0.784,0.075,0.051,0.0907,,,,,HERMES
0.66,7.36,,,0.032,0.005,0.002,,0.0054,0.615,0.108,0.04,0.1152,,,,,HERMES
0.023,2.5,,,0.375,0.078,0.035,,0.0855,0.0,,,,,,,,HERMES
0.028,2.5,,,0.395,0.058,0.034,,0.0672,0.0,,,,,,,,HERMES
0.033,2.5,,,0.288,0.047,0.024,,0.0528,0.0,,,,,,,,HERMES
0.04,2.5,,,0.316,0.039,0.029,,0.0486,0.0,,,,,,,,HERMES
0.047,2.5,,,0.329,0.034,0.029,,0.0447,0.0,,,,,,,,HERMES
0.056,2.5,,,0.302,0.029,0.025,,0.0383,0.0,,,,,,,,HERMES
0.067,2.5,,,0.213,0.026,0.017,,0.0311,0.0,,,,,,,,HERMES
0.08,2.5,,,0.285,0.023,0.021,,0.0311,0.0,,,,,,,,HERMES
0.095,2.5,,,0.238,0.02,0.018,,0.0269,0.0,,,,,,,,HERMES
0.114,2.5,,,0.246,0.018,0.019,,0.0262,0.0,,,,,,,,HERMES
0.136,2.5,,,0.261,0.017,0.02,,0.0262,0.0,,,,,,,,HERMES
0.162,2.5,,,0.217,0.015,0.017,,0.0227,0.0,,,,,,,,HERMES
0.193,2.5,,,0.231,0.015,0.017,,0.0227,0.0,,,,,,,,HERMES
0.23,2.5,,,0.212,0.014,0.015,,0.0205,0.0,,,,,,,,HERMES
0.274,2.5,,,0.184,0.013,0.013,,0.0184,0.0,,,,,,,,HERMES
0.327,2.5,,,0.195,0.013,0.014,,0.0191,0.0,,,,,,,,HERMES
0.389,2.5,,,0.158,0.013,0.011,,0.017,0.0,,,,,,,,HERMES
0.464,2.5,,,0.122,0.013,0.008,,0.0153,0.0,,,,,,,,HERMES
0.55,2.5,,,0.134,0.013,0.009,,0.0158,0.0,,,,,,,,HERMES
0.66,2.5,,,0.068,0.012,0.005,,0.013,0.0,,,,,,,,HERMES
0.0253,0.91,,,0.3366,0.072,0.0253,0.0146,,,,,,,,,,HERMES
0.0328,1.15,,,0.3559,0.0795,0.0254,0.0116,,,,,,,,,,HERMES
0.0403,1.33,,,0.2803,0.0663,0.0215,0.0083,,,,,,,,,,HERMES
0.0506,1.51,,,0.2616,0.0482,0.0219,0.0078,,,,,,,,,,HERMES
0.0648,2.01,,,0.2155,0.0398,0.0165,0.0061,,,,,,0.109,0.0202,0.0085,,HERMES
0.0829,2.45,,,0.3235,0.0333,0.0205,0.0098,,,,,,0.1997,0.0206,0.0129,,HERMES
0.1059,2.97,,,0.2676,0.0289,0.017,0.0085,,,,,,0.2011,0.0218,0.0131,,HERMES
0.1354,3.59,,,0.2887,0.0253,0.0174,0.0091,,,,,,0.2681,0.0236,0.0166,,HERMES
0.173,4.31,,,0.2775,0.0223,0.0166,0.0078,,,,,,0.3246,0.0263,0.02,,HERMES
0.2209,5.13,,,0.2207,0.0197,0.0129,0.0049,,,,,,0.3361,0.0305,0.0203,,HERMES
0.282,6.11,,,0.1935,0.017,0.0112,0.0037,,,,,,0.4094,0.037,0.0249,,HERMES
0.3598,7.24,,,0.1585,0.0144,0.009,0.0031,,,,,,0.5169,0.0486,0.0316,,HERMES
0.4583,8.53,,,0.1108,0.0116,0.0059,0.0025,,,,,,0.6573,0.0714,0.0385,,HERMES
0.5819,10.16,,,0.0471,0.0088,0.0025,0.0015,,,,,,0.6647,0.1302,0.0413,,HERMES
0.7248,12.21,,,0.0225,0.005,0.0011,0.0008,,,,,,1.1976,0.2763,0.0698,,HERMES
0.024,0.51,,16.2,,,,,,0.092,0.027,0.014,0.0304,0.091,0.027,0.014,0.0304,SLAC_E143
0.027,0.55,,16.2,,,,,,0.086,0.026,0.013,0.0291,0.085,0.026,0.013,0.0291,SLAC_E143
0.027,1.17,,29.1,,,,,,−0.032,0.068,0.01,0.0687,−0.034,0.068,0.01,0.0687,SLAC_E143
0.031,0.59,,16.2,,,,,,0.084,0.026,0.012,0.0286,0.084,0.026,0.012,0.0286,SLAC_E143
0.031,1.27,,29.1,0.248,0.132,0.034,,0.1363,0.064,0.034,0.009,0.0352,0.063,0.034,0.009,0.0352,SLAC_E143
0.031,2.0,,,0.272,0.145,0.037,,0.1496,,,,,,,,,SLAC_E143
0.031,3.0,,,0.294,0.157,0.04,,0.162,,,,,,,,,SLAC_E143
0.031,5.0,,,0.322,0.172,0.044,,0.1775,,,,,,,,,SLAC_E143
0.035,0.31,,9.7,,,,,,0.096,0.037,0.018,0.0411,0.093,0.037,0.018,0.0411,SLAC_E143
0.035,0.64,,16.2,,,,,,0.059,0.024,0.011,0.0264,0.058,0.024,0.011,0.0264,SLAC_E143
0.035,1.4,,29.1,0.436,0.089,0.032,,0.0946,0.123,0.025,0.008,0.0262,0.122,0.025,0.008,0.0262,SLAC_E143
0.035,2.0,,,0.468,0.096,0.032,,0.1012,,,,,,,,,SLAC_E143
0.035,3.0,,,0.504,0.103,0.035,,0.1088,,,,,,,,,SLAC_E143
0.035,5.0,,,0.552,0.113,0.041,,0.1202,,,,,,,,,SLAC_E143
