X,W,Eb,nu,G1.mes,G1.mes.err,G2.mes,G2.mes.err
0.0172,1.8711,2.845,1.421,-0.1743,0.1819,-0.2309,2.1159
0.017,1.8762,2.845,1.431,-0.1765,0.1836,-0.2471,2.1609
0.0167,1.8813,2.845,1.441,-0.1788,0.1853,-0.2638,2.207
0.0165,1.8862,2.845,1.4508,-0.0014,0.1965,0.2105,2.3669
0.0163,1.8914,2.845,1.461,-0.3268,0.189,5.122,2.2829
0.016,1.8964,2.845,1.471,-0.173,0.187,0.0991,2.2772
0.0158,1.9015,2.845,1.481,-0.1135,0.1892,-1.1202,2.3248
0.0156,1.9065,2.845,1.491,-0.2224,0.1889,-0.2175,2.3425
0.0154,1.9115,2.845,1.5011,-0.1909,0.1881,-3.3266,2.3789
0.0152,1.9165,2.845,1.511,-0.4823,0.1873,-2.0198,2.3633
0.0149,1.9214,2.845,1.521,-0.287,0.1902,1.7199,2.4397
0.0147,1.9264,2.845,1.531,-0.0902,0.1901,-2.6835,2.4801
0.0145,1.9314,2.845,1.5411,-0.4422,0.1939,1.676,2.5385
0.0143,1.9363,2.845,1.551,-0.1842,0.2055,1.3878,2.7808
0.0141,1.9412,2.845,1.561,-0.2067,0.2066,-0.5126,2.8322
0.0139,1.9461,2.845,1.571,-0.2091,0.2084,-0.5378,2.8912
0.0137,1.951,2.845,1.581,-0.2115,0.2103,-0.5638,2.9513
0.0135,1.9559,2.845,1.591,-0.2139,0.2121,-0.5906,3.0126
0.0133,1.9608,2.845,1.601,-0.2163,0.214,-0.6182,3.0751
0.0131,1.9656,2.845,1.611,-0.2187,0.2159,-0.6467,3.139
0.013,1.9705,2.845,1.621,-0.2212,0.2177,-0.676,3.2041
0.0128,1.9753,2.845,1.631,-0.2236,0.2196,-0.7062,3.2705
0.0126,1.9801,2.845,1.641,-0.2261,0.2215,-0.7373,3.3382
0.0124,1.9851,2.845,1.6512,-0.2243,0.2735,-1.0943,3.6008
0.0122,1.9898,2.845,1.661,-0.07,0.265,-9.6105,3.5715
0.0121,1.9946,2.845,1.6711,-0.2225,0.2629,-0.1368,3.5376
0.0119,1.9993,2.845,1.6809,0.2709,0.2631,2.4238,3.5809
0.0117,2.0041,2.845,1.691,-0.466,0.3291,2.2685,3.6153
0.0115,2.0089,2.845,1.701,-0.3362,0.2617,2.1793,3.6583
0.0114,2.0136,2.845,1.7109,-0.3443,0.2637,-0.4878,3.7246
0.0112,2.0183,2.845,1.721,-0.4028,0.2667,-1.601,3.812
0.011,2.023,2.845,1.7309,-0.2117,0.2424,-3.8177,3.9932
0.0109,2.0278,2.845,1.7411,-0.4694,0.2604,3.6914,3.0822
0.0107,2.0325,2.845,1.751,-0.0207,0.2553,-1.7376,3.0656
0.0106,2.0372,2.845,1.761,0.0029,0.2579,0.5481,3.1359
0.0104,2.0419,2.845,1.771,-0.1998,0.2551,-4.8665,3.1412
0.0103,2.0465,2.845,1.781,-0.4566,0.2616,-3.9606,3.2068
0.0101,2.0512,2.845,1.791,-0.5042,0.258,-1.1796,3.2454
0.01,2.0558,2.845,1.801,0.035,0.2565,4.8691,3.2946
0.0098,2.0601,2.845,1.8103,-0.8903,0.2623,-2.1662,3.7636
0.0097,2.0651,2.845,1.8211,-0.236,0.2641,-7.0598,4.7566
0.0095,2.0697,2.845,1.8311,0.2074,0.3346,-6.5126,4.5694
0.0094,2.0743,2.845,1.841,0.1697,0.3386,-3.5244,4.6689
0.0092,2.0789,2.845,1.851,-0.314,0.3415,-2.1548,4.7741
0.0091,2.0835,2.845,1.8611,-0.254,0.3396,0.1827,4.8047
0.0089,2.088,2.845,1.871,0.488,0.3412,-6.0871,4.8994
0.0088,2.0926,2.845,1.881,-0.5876,0.3412,-3.6151,4.9299
0.0087,2.0963,2.845,1.889,-0.5576,0.4358,4.7934,6.3849
0.3355,1.0515,2.234,0.1806,0.0201,0.0215,0.0374,0.0129
0.3163,1.0606,2.234,0.1906,-0.0192,0.0218,0.0278,0.0137
0.2991,1.0697,2.234,0.2006,-0.0159,0.0225,0.0229,0.0148
0.2835,1.0786,2.234,0.2106,-0.0725,0.0233,0.037,0.0161
0.2711,1.0864,2.234,0.2193,-0.0069,0.029,0.0322,0.021
0.2563,1.0964,2.234,0.2306,-0.0091,0.0496,0.0403,0.0379
0.2444,1.1052,2.234,0.2407,0.0011,0.0165,0.0551,0.0135
0.2335,1.1139,2.234,0.2506,-0.0201,0.0174,0.043,0.0145
0.2234,1.1225,2.234,0.2606,-0.0012,0.0182,0.0121,0.0156
0.2141,1.1311,2.234,0.2706,0.0014,0.0191,0.088,0.0179
0.2054,1.1396,2.234,0.2806,-0.0132,0.0196,0.0707,0.0183
0.1974,1.148,2.234,0.2905,-0.0137,0.0204,0.1276,0.0207
0.1898,1.1564,2.234,0.3006,-0.0697,0.0225,0.1656,0.0236
0.1827,1.1648,2.234,0.3106,-0.1151,0.0246,0.1257,0.0248
0.1761,1.173,2.234,0.3206,-0.1045,0.0258,0.1445,0.0273
0.1699,1.1812,2.234,0.3306,-0.1316,0.0281,0.2002,0.0309
0.1641,1.1893,2.234,0.3405,-0.1867,0.0309,0.2519,0.0344
0.1586,1.1974,2.234,0.3505,-0.2106,0.0332,0.2964,0.038
0.1533,1.2055,2.234,0.3606,-0.2685,0.0364,0.3296,0.0413
0.1479,1.2143,2.234,0.3716,-0.3093,0.0372,0.2834,0.0664
0.1393,1.2294,2.234,0.3906,-0.2596,0.0378,0.3167,0.0564
0.135,1.2372,2.234,0.4007,-0.2745,0.038,0.3677,0.0587
0.131,1.245,2.234,0.4106,-0.2509,0.0366,0.2626,0.0575
0.1272,1.2527,2.234,0.4206,-0.2451,0.036,0.2071,0.0577
0.1236,1.2604,2.234,0.4306,-0.1256,0.0328,0.1646,0.0583
0.1201,1.268,2.234,0.4406,-0.1778,0.0344,0.3701,0.0635
0.1168,1.2756,2.234,0.4506,-0.1614,0.0351,0.2587,0.0625
0.1136,1.2832,2.234,0.4606,-0.0482,0.0317,0.0858,0.0615
0.1106,1.2907,2.234,0.4706,-0.0675,0.0323,0.353,0.0671
0.1076,1.2982,2.234,0.4806,-0.1384,0.0335,0.155,0.066
0.1048,1.3056,2.234,0.4906,0.0516,0.0322,0.2078,0.0683
0.1022,1.3129,2.234,0.5006,-0.0952,0.0331,0.1426,0.0696
0.1,1.3192,2.234,0.5091,-0.0968,0.0415,0.2913,0.0897
0.0971,1.3276,2.234,0.5206,-0.0468,0.1198,0.1276,0.2235
0.0945,1.3355,2.234,0.5315,-0.0639,0.0401,-0.1114,0.0983
0.0924,1.3421,2.234,0.5406,-0.0335,0.036,0.0726,0.0898
0.0902,1.3492,2.234,0.5506,0.0194,0.0358,0.0825,0.0916
0.0881,1.3564,2.234,0.5606,-0.0498,0.0358,0.1838,0.0938
0.086,1.3635,2.234,0.5706,-0.0723,0.0369,0.2017,0.0961
0.084,1.3705,2.234,0.5806,-0.0385,0.0361,0.228,0.0991
0.0821,1.3775,2.234,0.5906,-0.0081,0.0362,0.3303,0.1052
0.0802,1.3845,2.234,0.6006,-0.0714,0.037,0.1878,0.1047
0.0784,1.3915,2.234,0.6106,-0.0489,0.0373,-0.0256,0.1077
0.0767,1.3984,2.234,0.6206,-0.0357,0.0379,0.086,0.112
0.075,1.4053,2.234,0.6306,-0.1136,0.039,0.0715,0.1157
0.0734,1.4121,2.234,0.6405,-0.079,0.0408,0.161,0.1248
0.0702,1.4259,2.234,0.6608,-0.1731,0.0647,0.2508,0.2271
0.0688,1.4326,2.234,0.6706,-0.126,0.0629,0.2263,0.2263
0.0673,1.4393,2.234,0.6806,-0.0477,0.063,0.4195,0.2339
0.0659,1.446,2.234,0.6906,-0.0079,0.0633,0.3631,0.2391
0.0646,1.4527,2.234,0.7006,-0.1421,0.0653,0.2634,0.2471
0.0633,1.4593,2.234,0.7106,-0.0559,0.0705,-0.0661,0.2537
0.062,1.4659,2.234,0.7206,-0.0338,0.0662,0.35,0.2625
0.0607,1.4724,2.234,0.7306,-0.0738,0.0684,0.0703,0.275
0.0595,1.479,2.234,0.7406,-0.0735,0.0677,0.0987,0.2775
0.0583,1.4855,2.234,0.7506,-0.1498,0.0709,-0.0744,0.2932
0.0572,1.4919,2.234,0.7605,-0.0496,0.0728,0.1797,0.3104
0.056,1.4989,2.234,0.7713,-0.1507,0.0873,0.2003,0.3784
0.0549,1.5049,2.234,0.7806,0.0305,0.0795,0.1454,0.3523
0.0539,1.5113,2.234,0.7906,-0.1881,0.0798,0.1416,0.3555
0.0528,1.5177,2.234,0.8006,-0.1004,0.0805,0.2832,0.3688
0.0518,1.524,2.234,0.8106,-0.0407,0.08,0.2862,0.3735
0.0508,1.5304,2.234,0.8207,-0.231,0.0818,-0.4022,0.381
0.0499,1.5367,2.234,0.8306,-0.0646,0.0807,0.6243,0.3907
0.0489,1.5429,2.234,0.8406,-0.0137,0.082,0.1116,0.4016
0.048,1.5491,2.234,0.8505,-0.0952,0.0841,0.3162,0.4178
0.0471,1.5554,2.234,0.8606,-0.1522,0.0843,0.6298,0.4253
0.0463,1.561,2.234,0.8696,-0.2097,0.1165,0.5905,0.5749
0.0453,1.5678,2.234,0.8807,-0.0944,0.0853,-0.0938,0.4137
0.0445,1.5739,2.234,0.8906,0.0602,0.0835,0.9193,0.4176
0.0437,1.58,2.234,0.9006,0.0006,0.0836,-0.187,0.4196
0.0429,1.5862,2.234,0.9106,-0.1155,0.0852,0.0124,0.4325
0.0421,1.5923,2.234,0.9207,0.147,0.0852,-1.0042,0.4401
0.0413,1.5982,2.234,0.9306,-0.0979,0.085,0.4245,0.4456
0.0406,1.6043,2.234,0.9406,-0.1079,0.0862,0.4366,0.4578
0.0398,1.6103,2.234,0.9505,-0.0504,0.0863,0.1878,0.4672
0.0391,1.6163,2.234,0.9605,-0.0775,0.0876,0.9156,0.4846
0.0385,1.6218,2.234,0.9698,-0.097,0.1208,-0.8915,0.6571
0.0377,1.6282,2.234,0.9807,-0.0441,0.091,0.6844,0.4811
0.037,1.6342,2.234,0.9907,0.047,0.0894,0.5028,0.4791
0.0364,1.6401,2.234,1.0006,-0.2035,0.091,0.3634,0.4862
0.0357,1.6459,2.234,1.0106,-0.0814,0.0911,1.2878,0.5073
0.0351,1.6517,2.234,1.0205,-0.1271,0.0899,0.7984,0.502
0.0345,1.6576,2.234,1.0306,-0.3866,0.094,-0.3891,0.5157
0.0338,1.6635,2.234,1.0406,-0.1141,0.0925,-0.1292,0.5315
0.0332,1.6692,2.234,1.0506,-0.1816,0.0934,-0.3365,0.5431
0.0327,1.6741,2.234,1.059,-0.199,0.1191,-0.5987,0.6903
0.032,1.6811,2.234,1.0712,-0.1077,0.1014,0.0409,0.6292
0.0315,1.6865,2.234,1.0807,-0.1911,0.0949,-1.1302,0.599
0.0309,1.6922,2.234,1.0906,-0.0237,0.0944,-0.3472,0.6048
0.0304,1.6979,2.234,1.1006,-0.0929,0.0944,0.8727,0.6143
0.0298,1.7036,2.234,1.1106,-0.2231,0.0955,0.3199,0.6224
0.0293,1.7092,2.234,1.1206,-0.1237,0.0949,0.3432,0.6331
0.0288,1.7149,2.234,1.1306,-0.2814,0.0977,0.6078,0.6536
0.0283,1.7205,2.234,1.1406,0.046,0.0955,0.7238,0.6601
0.0279,1.725,2.234,1.1486,-0.1603,0.1804,-0.9017,1.2056
0.0273,1.7318,2.234,1.1607,-0.1677,0.1025,0.4879,0.7536
0.0268,1.7373,2.234,1.1706,-0.2528,0.1026,0.4681,0.7622
0.0263,1.7428,2.234,1.1806,-0.1117,0.1004,0.5241,0.7656
0.0259,1.7484,2.234,1.1907,0.0445,0.0997,-0.4141,0.774
0.0254,1.7539,2.234,1.2006,-0.2744,0.2017,-0.9444,0.7939
0.0249,1.7594,2.234,1.2105,-0.0926,0.0998,-0.3035,0.7977
0.0245,1.7648,2.234,1.2205,-0.1469,0.1023,-0.2636,0.8242
0.0241,1.7698,2.234,1.2296,-0.0724,0.1348,0.0692,1.0907
0.0236,1.7758,2.234,1.2407,-0.045,0.1554,1.9618,1.2787
0.0232,1.7812,2.234,1.2507,-0.2781,0.1585,1.9155,1.3098
0.0228,1.7867,2.234,1.2607,-0.2446,0.1573,-0.1562,1.3153
0.0224,1.792,2.234,1.2705,-0.005,0.1563,-0.1628,1.336
0.022,1.7974,2.234,1.2806,-0.2069,0.1578,4.1839,1.3874
0.0215,1.8033,2.234,1.2916,-0.4721,0.1492,1.3323,1.2873
0.088,1.5794,4.209,0.943,-0.0307,0.0818,-0.1768,0.3488
0.0868,1.5854,4.209,0.953,0.0419,0.0802,-0.0915,0.3463
0.0856,1.5915,4.209,0.963,-0.0124,0.0805,0.1164,0.3521
0.0845,1.5975,4.209,0.973,0.1298,0.0812,0.3462,0.3584
0.0834,1.6035,4.209,0.983,0.0019,0.0818,0.3282,0.3666
0.0823,1.6095,4.209,0.993,-0.0811,0.0828,0.3708,0.3746
0.0812,1.6155,4.209,1.003,-0.2247,0.0834,0.9011,0.3798
0.0801,1.6214,4.209,1.013,-0.037,0.0844,0.1129,0.3915
0.0791,1.6273,4.209,1.023,-0.0704,0.0839,0.5966,0.3947
0.0781,1.6332,4.209,1.033,0.0059,0.0848,-0.1452,0.402
0.0771,1.6391,4.209,1.0429,0.02,0.085,0.0924,0.408
0.0761,1.645,4.209,1.0531,0.0449,0.0843,0.1276,0.4089
0.0752,1.6508,4.209,1.063,-0.0498,0.0859,-0.352,0.4214
0.0742,1.6566,4.209,1.073,-0.155,0.226,-0.266,0.4255
0.0733,1.6624,4.209,1.083,-0.1714,0.0867,0.4684,0.4327
0.0724,1.6682,4.209,1.0931,-0.0893,0.087,-0.0072,0.4397
0.0715,1.674,4.209,1.103,-0.0943,0.0876,-0.1448,0.4481
0.0706,1.6797,4.209,1.113,-0.0607,0.0892,0.9962,0.4654
0.0698,1.6854,4.209,1.1229,0.2586,0.0898,0.1412,0.4652
0.069,1.6911,4.209,1.133,-0.2891,0.0914,1.0315,0.4792
0.0681,1.6968,4.209,1.143,-0.1376,0.0917,0.2426,0.4871
0.0673,1.7024,4.209,1.153,-0.1307,0.0929,-0.3085,0.502
0.0664,1.709,4.209,1.1647,-0.1161,0.0637,0.388,0.3565
0.0657,1.7137,4.209,1.173,-0.1463,0.0477,0.1968,0.266
0.065,1.7193,4.209,1.183,-0.1571,0.0483,0.2031,0.2714
0.0643,1.724,4.209,1.1913,-0.1435,0.0643,0.0982,0.3732
0.0635,1.7305,4.209,1.203,-0.2387,0.0957,0.1893,0.5594
0.0627,1.736,4.209,1.213,-0.3557,0.0941,-0.0462,0.5574
0.062,1.7416,4.209,1.223,-0.2084,0.0925,-0.2847,0.5622
0.0613,1.7471,4.209,1.233,-0.1999,0.0943,-0.0389,0.5762
0.0606,1.7526,4.209,1.243,-0.139,0.0928,0.1903,0.5763
0.0599,1.7581,4.209,1.253,-0.2285,0.0946,0.358,0.5892
0.0592,1.7635,4.209,1.263,-0.0786,0.0936,-0.1099,0.595
0.0586,1.769,4.209,1.273,-0.2366,0.0951,0.5458,0.6045
0.0579,1.7744,4.209,1.283,-0.2927,0.0973,0.0152,0.6214
0.0573,1.7799,4.209,1.2931,-0.2574,0.1021,0.6161,0.6178
0.0566,1.7852,4.209,1.303,-0.2841,0.0976,0.7865,0.6319
0.056,1.7906,4.209,1.313,-0.4048,0.0984,-0.536,0.6339
0.0554,1.796,4.209,1.323,-0.1481,0.0966,-0.2488,0.6507
0.0548,1.8013,4.209,1.333,-0.3306,0.0971,1.0074,0.6516
0.0542,1.8067,4.209,1.343,-0.2349,0.0976,0.6551,0.6641
0.0536,1.812,4.209,1.353,-0.1984,0.0985,-0.4316,0.6737
0.053,1.8173,4.209,1.363,-0.3119,0.0992,1.0358,0.6867
0.0525,1.8225,4.209,1.373,-0.3608,0.1008,0.1245,0.6965
0.0519,1.8278,4.209,1.383,-0.4012,0.1009,0.6168,0.7043
0.0513,1.833,4.209,1.3929,-0.0007,0.1009,0.1478,0.7302
0.0508,1.8387,4.209,1.4037,-0.2639,0.0644,0.389,0.4473
0.0503,1.8435,4.209,1.413,-0.2392,0.0598,0.3366,0.419
0.0497,1.8488,4.209,1.4231,-0.3339,0.1177,0.3257,0.8907
0.0492,1.854,4.209,1.433,-0.1455,0.1158,1.1264,0.8956
0.0487,1.8591,4.209,1.443,-0.2199,0.1152,0.351,0.8931
0.0482,1.8643,4.209,1.453,-0.5032,0.1192,2.0991,0.9155
0.0477,1.8694,4.209,1.4629,-0.21,0.1161,-1.0326,0.92
0.0472,1.8746,4.209,1.473,-0.2424,0.1174,0.7673,0.9356
0.0467,1.8798,4.209,1.4831,-0.1248,0.1167,2.2632,0.9489
0.0462,1.8848,4.209,1.493,-0.2021,0.1182,-1.6099,0.9646
0.0457,1.8899,4.209,1.503,-0.0461,0.1182,0.9023,0.97
0.0453,1.895,4.209,1.513,-0.3265,0.1192,2.2202,0.9832
0.0448,1.9001,4.209,1.523,-0.1276,0.1187,-0.2311,0.9921
0.0443,1.9051,4.209,1.533,-0.1641,0.1195,0.3937,1.0057
0.0439,1.9102,4.209,1.543,-0.3377,0.1215,0.6918,1.0247
0.0434,1.9152,4.209,1.553,-0.1905,0.1213,-0.2722,1.0382
0.043,1.9202,4.209,1.563,0.0177,0.1215,-0.6318,1.0545
0.0426,1.9252,4.209,1.573,-0.1673,0.1221,-0.0133,1.0701
0.0421,1.9303,4.209,1.5831,0.0467,0.1217,0.7621,1.0755
0.0417,1.9352,4.209,1.593,-0.1112,0.1229,-0.9808,1.0976
0.0413,1.9401,4.209,1.6029,-0.2966,0.1266,1.4492,1.1292
0.0408,1.9455,4.209,1.6137,-0.1778,0.0744,0.2696,0.6399
0.0405,1.9501,4.209,1.623,-0.1837,0.0695,0.4365,0.5975
0.0401,1.9544,4.209,1.6318,-0.1703,0.0992,0.1864,0.8995
0.0397,1.9599,4.209,1.643,-0.2763,0.1167,-0.1985,1.0745
0.0393,1.9648,4.209,1.653,-0.4009,0.1202,0.2728,1.1017
0.0389,1.9697,4.209,1.663,-0.2312,0.1164,0.4291,1.0889
0.0385,1.9746,4.209,1.673,-0.072,0.1177,2.0094,1.1245
0.0381,1.9794,4.209,1.683,-0.1731,0.1181,1.8511,1.1322
0.0377,1.9843,4.209,1.693,-0.0039,0.1185,0.4229,1.1478
0.0374,1.9891,4.209,1.703,-0.197,0.1183,-0.3654,1.156
0.037,1.994,4.209,1.713,-0.2347,0.1193,-1.5035,1.1662
0.0366,1.9988,4.209,1.7229,-0.2007,0.1202,-1.2053,1.1907
0.0363,2.0036,4.209,1.733,-0.3474,0.1221,0.9124,1.2054
0.0359,2.0084,4.209,1.743,-0.0655,0.1201,-1.9055,1.2203
0.0356,2.0132,4.209,1.753,-0.3098,0.1219,0.7377,1.2265
0.0352,2.0179,4.209,1.763,-0.2797,0.1248,2.0154,1.2715
0.0349,2.0227,4.209,1.773,-0.3412,0.1239,-1.0995,1.2685
0.0346,2.0275,4.209,1.7831,-0.1462,0.1256,-0.7713,1.3104
0.0342,2.0322,4.209,1.793,-0.3419,0.1288,0.7696,1.3346
0.0339,2.0369,4.209,1.8029,-0.2298,0.1306,0.5027,1.3711
0.0336,2.0413,4.209,1.8123,-0.2252,0.0854,0.1745,0.8704
0.0332,2.0464,4.209,1.8231,-0.3055,0.139,-2.4723,1.568
0.0329,2.0511,4.209,1.833,-0.2725,0.1374,1.4661,1.5461
0.0326,2.0557,4.209,1.843,-0.045,0.1349,0.8085,1.5459
0.0323,2.0604,4.209,1.853,-0.0444,0.1348,0.9092,1.5609
0.032,2.065,4.209,1.8629,-0.2432,0.138,1.0332,1.5881
0.0317,2.0697,4.209,1.873,-0.3523,0.1393,-1.1439,1.6284
0.0314,2.0744,4.209,1.883,-0.1868,0.1373,-0.5358,1.6138
0.0311,2.079,4.209,1.893,0.0062,0.1379,-1.2223,1.6415
0.0308,2.0837,4.209,1.9031,0.0337,0.1379,1.3736,1.6643
0.0305,2.0882,4.209,1.9129,-0.2094,0.1395,0.13,1.6736
0.0302,2.0928,4.209,1.923,0.0275,0.1406,1.7734,1.7167
0.0299,2.0974,4.209,1.933,-0.1472,0.1406,0.4936,1.7274
0.0296,2.102,4.209,1.943,-0.0782,0.1407,-0.2706,1.7461
0.0293,2.1066,4.209,1.953,-0.2157,0.1422,-0.5455,1.7693
0.0291,2.1112,4.209,1.963,-0.0176,0.1437,-0.0802,1.8137
0.0288,2.1157,4.209,1.973,0.092,0.1475,-3.3841,1.8803
0.0285,2.1208,4.209,1.9842,-0.1806,0.1023,0.3457,1.2257
0.0282,2.1248,4.209,1.993,-0.1918,0.0899,0.5813,1.0512
0.028,2.1293,4.209,2.003,-0.1927,0.0905,0.5828,1.0665
0.0277,2.1338,4.209,2.013,-0.1936,0.0911,0.584,1.082
0.0274,2.1383,4.209,2.023,-0.1946,0.0917,0.585,1.0978
0.0272,2.1428,4.209,2.033,-0.1955,0.0923,0.5857,1.1138
0.0269,2.1473,4.209,2.043,-0.1964,0.0929,0.5861,1.13
0.0267,2.1518,4.209,2.053,-0.1974,0.0935,0.5863,1.1464
0.0264,2.1562,4.209,2.063,-0.1984,0.0941,0.5861,1.1629
0.0262,2.1607,4.209,2.073,-0.1994,0.0947,0.5857,1.1797
0.0259,2.1651,4.209,2.083,-0.2003,0.0953,0.5849,1.1968
0.0257,2.1696,4.209,2.093,-0.2014,0.0959,0.584,1.214
0.0254,2.174,4.209,2.103,-0.2026,0.0965,0.5831,1.2314
0.0252,2.1784,4.209,2.113,-0.2038,0.0971,0.5821,1.2491
0.025,2.1829,4.209,2.123,-0.2049,0.0977,0.5807,1.2669
0.0247,2.1873,4.209,2.133,-0.2059,0.0983,0.579,1.285
0.0245,2.1916,4.209,2.143,-0.2071,0.0989,0.5771,1.3034
0.0243,2.196,4.209,2.153,-0.2082,0.0996,0.5749,1.322
0.024,2.2004,4.209,2.163,0.0939,0.1841,3.6434,2.4304
0.0238,2.2048,4.209,2.173,-0.4131,0.1823,0.8341,2.3983
0.0236,2.2091,4.209,2.183,-0.1765,0.1817,-1.5274,2.4299
0.0233,2.2135,4.209,2.193,-0.3902,0.1848,-2.6453,2.4783
0.0231,2.2178,4.209,2.2029,-0.326,0.1855,-2.5877,2.5018
0.0229,2.2222,4.209,2.213,0.059,0.1833,3.5059,2.5118
0.0227,2.2265,4.209,2.2229,-0.493,0.1908,1.0861,2.5991
0.0225,2.2308,4.209,2.233,-0.4968,0.1902,1.395,2.6209
0.0223,2.2351,4.209,2.243,-0.2128,0.1886,0.619,2.6407
0.022,2.2394,4.209,2.2531,0.1186,0.1864,0.1113,2.6386
0.0218,2.2437,4.209,2.263,-0.0127,0.1896,2.6115,2.6997
0.0216,2.248,4.209,2.273,-0.6202,0.194,-1.5134,2.7467
0.0214,2.2523,4.209,2.283,-0.0692,0.1933,-2.0248,2.7948
0.0212,2.2564,4.209,2.2928,-0.4111,0.1992,3.405,2.8866
0.021,2.2608,4.209,2.303,-0.2257,0.1091,0.4854,1.6316
0.0208,2.265,4.209,2.313,-0.2269,0.1097,0.4746,1.6545
0.0206,2.2693,4.209,2.323,-0.2281,0.1104,0.4632,1.6777
0.0204,2.2735,4.209,2.333,-0.2294,0.1111,0.451,1.7011
0.0202,2.2778,4.209,2.343,-0.2305,0.1117,0.4378,1.7249
0.02,2.282,4.209,2.353,-0.2318,0.1124,0.4239,1.749
0.0198,2.2862,4.209,2.363,-0.233,0.113,0.4092,1.7735
0.0197,2.2904,4.209,2.373,-0.2342,0.1137,0.3935,1.7983
0.0195,2.2946,4.209,2.383,-0.2354,0.1144,0.3769,1.8234
0.0193,2.2988,4.209,2.393,-0.2367,0.115,0.3592,1.8489
0.0191,2.303,4.209,2.403,-0.2379,0.1157,0.3405,1.8747
0.0189,2.3071,4.209,2.413,-0.2391,0.1164,0.3208,1.9009
0.0187,2.3113,4.209,2.423,-0.2403,0.1171,0.2999,1.9274
0.0185,2.3155,4.209,2.433,-0.2416,0.1177,0.2781,1.9543
0.0184,2.3191,4.209,2.4418,-0.214,0.1402,0.6067,2.3376
0.0182,2.3237,4.209,2.453,-0.132,0.2461,4.0592,3.6389
0.018,2.3279,4.209,2.463,-0.2132,0.2473,3.2643,3.6853
0.0178,2.332,4.209,2.4729,0.0835,0.2481,7.8296,3.752
0.0177,2.3361,4.209,2.483,-0.5726,0.2515,-3.5079,3.7871
0.0175,2.3402,4.209,2.493,0.0635,0.251,1.416,3.8305
0.0173,2.3444,4.209,2.503,-0.4051,0.2539,4.5555,3.9003
0.0171,2.3485,4.209,2.513,-0.5013,0.2596,-3.0134,4.0035
0.017,2.3526,4.209,2.523,-0.5668,0.2608,1.2705,4.0388
0.0168,2.3567,4.209,2.5331,0.1565,0.2587,2.3093,4.0722
0.0166,2.3607,4.209,2.543,-0.5804,0.2631,-0.4214,4.1579
0.0165,2.3648,4.209,2.553,-0.1028,0.2638,2.9108,4.2224
0.0163,2.3694,4.209,2.5643,-0.2338,0.2012,0.384,3.5916
0.0161,2.3729,4.209,2.573,-0.259,0.1275,-0.1745,2.373
0.016,2.377,4.209,2.583,-0.2604,0.1282,-0.219,2.4062
0.0158,2.381,4.209,2.593,-0.2616,0.1289,-0.2655,2.44
0.0157,2.385,4.209,2.603,-0.2628,0.1296,-0.314,2.4741
0.0155,2.3891,4.209,2.613,-0.2641,0.1303,-0.3645,2.5088
0.0154,2.3931,4.209,2.623,-0.2654,0.1311,-0.4171,2.5441
0.0152,2.3971,4.209,2.633,-0.2667,0.1318,-0.472,2.5798
0.015,2.4011,4.209,2.643,-0.268,0.1325,-0.5291,2.6162
0.0149,2.4051,4.209,2.653,-0.2692,0.1333,-0.5886,2.653
0.0147,2.4091,4.209,2.663,-0.2705,0.134,-0.6505,2.6904
0.0146,2.4131,4.209,2.673,-0.2718,0.1347,-0.715,2.7284
0.0144,2.4171,4.209,2.683,-0.273,0.1355,-0.7821,2.767
0.0143,2.4204,4.209,2.6913,-0.3097,0.1649,-0.463,3.51
0.0141,2.425,4.209,2.703,-0.3971,0.3577,5.2579,9.2462
0.014,2.429,4.209,2.713,-0.8859,0.3574,-3.7288,9.2797
0.0139,2.433,4.209,2.723,-0.0385,0.356,7.3845,9.4481
0.0137,2.4369,4.209,2.733,-0.3883,0.3548,7.5919,9.4244
0.0136,2.4409,4.209,2.7429,0.0051,0.3573,-1.3126,9.593
0.0134,2.4448,4.209,2.7531,0.0785,0.3589,-3.8154,9.7193
0.0133,2.4487,4.209,2.7629,-0.2519,0.3608,6.9634,9.9263
0.0132,2.4527,4.209,2.773,0.6968,0.3565,-2.4767,9.7734
0.013,2.4566,4.209,2.783,0.7672,0.374,9.2806,10.3547
0.0129,2.4605,4.209,2.7929,-0.3047,0.3779,-5.1274,10.5882
0.0127,2.4644,4.209,2.803,-0.2884,0.1445,-1.8272,3.2796
0.0126,2.4683,4.209,2.813,-0.2897,0.1453,-1.9378,3.3269
0.0125,2.4722,4.209,2.823,-0.291,0.1461,-2.0525,3.3749
0.0123,2.4761,4.209,2.833,-0.2922,0.1469,-2.1716,3.4239
0.0122,2.48,4.209,2.843,-0.2935,0.1477,-2.2952,3.4736
0.0121,2.4838,4.209,2.853,-0.2948,0.1484,-2.4235,3.5242
0.0119,2.4877,4.209,2.863,-0.2962,0.1492,-2.5565,3.5755
0.0118,2.4916,4.209,2.873,-0.2974,0.15,-2.6946,3.6278
0.0117,2.4954,4.209,2.883,-0.2987,0.1508,-2.8379,3.681
0.0116,2.4993,4.209,2.893,-0.3,0.1516,-2.9864,3.735
0.0114,2.5031,4.209,2.903,-0.3013,0.1524,-3.1405,3.79
0.0113,2.5071,4.209,2.9133,0.4509,0.4524,-8.8251,8.9428
0.0112,2.5108,4.209,2.923,0.2658,0.456,-1.7012,8.8754
