Unnamed: 0,Q2,x,W,Eb,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),Experiment
5655,1.01,0.1681,2.425,,,,,,,0.1658,0.2484,0.0251,0.2497,,,,,CLAS_EG1b
5656,1.01,0.1667,2.435,,,,,,,-0.4708,0.2485,0.0541,0.2543,,,,,CLAS_EG1b
5657,1.01,0.1654,2.445,,,,,,,0.3988,0.2491,0.0463,0.2534,,,,,CLAS_EG1b
5658,1.01,0.1641,2.455,,,,,,,0.3191,0.2497,0.0377,0.2525,,,,,CLAS_EG1b
5659,1.01,0.1628,2.465,,,,,,,0.0203,0.2411,0.03,0.243,,,,,CLAS_EG1b
5660,1.01,0.1615,2.475,,,,,,,-0.2409,0.2432,0.0338,0.2455,,,,,CLAS_EG1b
5661,1.01,0.1602,2.485,,,,,,,0.0983,0.2393,0.0404,0.2427,,,,,CLAS_EG1b
5662,1.01,0.159,2.495,,,,,,,0.4391,0.2359,0.0712,0.2464,,,,,CLAS_EG1b
5663,1.01,0.1577,2.505,,,,,,,0.1742,0.2369,0.023,0.238,,,,,CLAS_EG1b
5664,1.01,0.1565,2.515,,,,,,,0.1064,0.2344,0.064,0.243,,,,,CLAS_EG1b
5665,1.01,0.1553,2.525,,,,,,,0.1572,0.2367,0.0385,0.2398,,,,,CLAS_EG1b
5666,1.01,0.1541,2.535,,,,,,,0.6087,0.2371,0.0704,0.2473,,,,,CLAS_EG1b
5667,1.01,0.1529,2.545,,,,,,,0.0877,0.2289,0.0276,0.2306,,,,,CLAS_EG1b
5668,1.01,0.1517,2.555,,,,,,,0.257,0.2314,0.036,0.2342,,,,,CLAS_EG1b
5669,1.01,0.1506,2.565,,,,,,,0.2664,0.2323,0.0479,0.2372,,,,,CLAS_EG1b
5670,1.01,0.1494,2.575,,,,,,,0.0362,0.2276,0.0144,0.2281,,,,,CLAS_EG1b
5671,1.01,0.1483,2.585,,,,,,,-0.166,0.2275,0.019,0.2283,,,,,CLAS_EG1b
5672,1.01,0.1472,2.595,,,,,,,-0.0066,0.2211,0.0083,0.2213,,,,,CLAS_EG1b
5673,1.01,0.1461,2.605,,,,,,,-0.0063,0.2183,0.0285,0.2202,,,,,CLAS_EG1b
5674,1.01,0.145,2.615,,,,,,,0.5059,0.2166,0.0601,0.2248,,,,,CLAS_EG1b
5675,1.01,0.1439,2.625,,,,,,,0.3483,0.2141,0.0473,0.2193,,,,,CLAS_EG1b
5676,1.01,0.1428,2.635,,,,,,,-0.0028,0.2107,0.0243,0.2121,,,,,CLAS_EG1b
5677,1.01,0.1418,2.645,,,,,,,0.3873,0.2138,0.0545,0.2206,,,,,CLAS_EG1b
5678,1.01,0.1407,2.655,,,,,,,0.3219,0.2143,0.0418,0.2183,,,,,CLAS_EG1b
5679,1.01,0.1397,2.665,,,,,,,-0.2265,0.2162,0.0263,0.2178,,,,,CLAS_EG1b
5680,1.01,0.1387,2.675,,,,,,,-0.0362,0.2145,0.0192,0.2154,,,,,CLAS_EG1b
5681,1.01,0.1376,2.685,,,,,,,0.2012,0.2146,0.0322,0.217,,,,,CLAS_EG1b
5682,1.01,0.1366,2.695,,,,,,,0.1537,0.2166,0.034,0.2193,,,,,CLAS_EG1b
5683,1.2,0.8024,1.085,,,,,,,0.4393,1.73,0.428,1.7822,,,,,CLAS_EG1b
5684,1.2,0.7909,1.095,,,,,,,1.233,1.3458,0.4102,1.4069,,,,,CLAS_EG1b
5685,1.2,0.7796,1.105,,,,,,,2.9677,1.1648,0.6171,1.3182,,,,,CLAS_EG1b
5686,1.2,0.7685,1.115,,,,,,,3.2353,1.0179,0.785,1.2854,,,,,CLAS_EG1b
5687,1.2,0.7576,1.125,,,,,,,-1.2987,0.9087,0.1772,0.9258,,,,,CLAS_EG1b
5688,1.2,0.747,1.135,,,,,,,-0.2173,0.8309,0.0605,0.8331,,,,,CLAS_EG1b
5689,1.2,0.7365,1.145,,,,,,,-0.8324,0.7421,0.1107,0.7503,,,,,CLAS_EG1b
5690,1.2,0.7263,1.155,,,,,,,2.1023,0.6861,0.4658,0.8293,,,,,CLAS_EG1b
5691,1.2,0.7162,1.165,,,,,,,-0.5664,0.6361,0.0642,0.6393,,,,,CLAS_EG1b
5692,1.2,0.7063,1.175,,,,,,,0.1267,0.5887,0.0356,0.5898,,,,,CLAS_EG1b
5693,1.2,0.6967,1.185,,,,,,,-0.0621,0.5645,0.0077,0.5646,,,,,CLAS_EG1b
5694,1.2,0.6872,1.195,,,,,,,-0.8478,0.5287,0.1241,0.5431,,,,,CLAS_EG1b
5695,1.2,0.6778,1.205,,,,,,,-0.3609,0.503,0.0448,0.505,,,,,CLAS_EG1b
5696,1.2,0.6687,1.215,,,,,,,0.3838,0.4879,0.0689,0.4927,,,,,CLAS_EG1b
5697,1.2,0.6597,1.225,,,,,,,0.4996,0.4722,0.0933,0.4813,,,,,CLAS_EG1b
5698,1.2,0.6509,1.235,,,,,,,-0.0128,0.4709,0.0329,0.472,,,,,CLAS_EG1b
5699,1.2,0.6423,1.245,,,,,,,-0.2065,0.468,0.0267,0.4688,,,,,CLAS_EG1b
5700,1.2,0.6338,1.255,,,,,,,-0.0697,0.4709,0.0108,0.471,,,,,CLAS_EG1b
5701,1.2,0.6255,1.265,,,,,,,-0.1046,0.4768,0.0124,0.477,,,,,CLAS_EG1b
5702,1.2,0.6173,1.275,,,,,,,0.5089,0.481,0.0772,0.4872,,,,,CLAS_EG1b
5703,1.2,0.6093,1.285,,,,,,,1.131,0.4908,0.1463,0.5121,,,,,CLAS_EG1b
5704,1.2,0.6014,1.295,,,,,,,0.1824,0.4935,0.0491,0.4959,,,,,CLAS_EG1b
5705,1.2,0.5937,1.305,,,,,,,-0.0999,0.5058,0.0278,0.5066,,,,,CLAS_EG1b
5706,1.2,0.5861,1.315,,,,,,,0.1484,0.5113,0.031,0.5122,,,,,CLAS_EG1b
5707,1.2,0.5786,1.325,,,,,,,-0.6988,0.5135,0.0939,0.522,,,,,CLAS_EG1b
5708,1.2,0.5713,1.335,,,,,,,0.2683,0.5202,0.0438,0.522,,,,,CLAS_EG1b
5709,1.2,0.5641,1.345,,,,,,,0.3643,0.5294,0.0665,0.5336,,,,,CLAS_EG1b
5710,1.2,0.557,1.355,,,,,,,0.3594,0.529,0.0591,0.5323,,,,,CLAS_EG1b
5711,1.2,0.5501,1.365,,,,,,,0.0154,0.5278,0.0562,0.5308,,,,,CLAS_EG1b
5712,1.2,0.5433,1.375,,,,,,,-0.0536,0.5315,0.089,0.5389,,,,,CLAS_EG1b
5713,1.2,0.5366,1.385,,,,,,,-0.4456,0.5257,0.0576,0.5288,,,,,CLAS_EG1b
5714,1.2,0.53,1.395,,,,,,,0.5171,0.5203,0.1052,0.5308,,,,,CLAS_EG1b
5715,1.2,0.5235,1.405,,,,,,,-0.0288,0.5124,0.0266,0.5131,,,,,CLAS_EG1b
5716,1.2,0.5171,1.415,,,,,,,0.407,0.5047,0.0479,0.507,,,,,CLAS_EG1b
5717,1.2,0.5109,1.425,,,,,,,-0.453,0.495,0.0842,0.5021,,,,,CLAS_EG1b
5718,1.2,0.5047,1.435,,,,,,,0.483,0.4867,0.0605,0.4904,,,,,CLAS_EG1b
5719,1.2,0.4987,1.445,,,,,,,-0.8154,0.4688,0.0954,0.4784,,,,,CLAS_EG1b
5720,1.2,0.4928,1.455,,,,,,,-0.798,0.4654,0.0959,0.4752,,,,,CLAS_EG1b
5721,1.2,0.4869,1.465,,,,,,,1.6425,0.4638,0.2016,0.5057,,,,,CLAS_EG1b
5722,1.2,0.4812,1.475,,,,,,,0.249,0.471,0.0456,0.4732,,,,,CLAS_EG1b
5723,1.2,0.4755,1.485,,,,,,,-0.3617,0.4749,0.0734,0.4805,,,,,CLAS_EG1b
5724,1.2,0.47,1.495,,,,,,,0.6394,0.4659,0.1213,0.4814,,,,,CLAS_EG1b
5725,1.2,0.4645,1.505,,,,,,,-0.6429,0.4409,0.108,0.4539,,,,,CLAS_EG1b
5726,1.2,0.4592,1.515,,,,,,,0.7602,0.4213,0.0991,0.4328,,,,,CLAS_EG1b
5727,1.2,0.4539,1.525,,,,,,,0.5904,0.4085,0.0803,0.4163,,,,,CLAS_EG1b
5728,1.2,0.4487,1.535,,,,,,,0.0189,0.4024,0.0181,0.4028,,,,,CLAS_EG1b
5729,1.2,0.4436,1.545,,,,,,,0.8631,0.3969,0.107,0.4111,,,,,CLAS_EG1b
5730,1.2,0.4385,1.555,,,,,,,0.1847,0.3933,0.0406,0.3954,,,,,CLAS_EG1b
5731,1.2,0.4336,1.565,,,,,,,0.0186,0.3927,0.0485,0.3957,,,,,CLAS_EG1b
5732,1.2,0.4287,1.575,,,,,,,0.4111,0.3873,0.0545,0.3911,,,,,CLAS_EG1b
5733,1.2,0.424,1.585,,,,,,,0.0321,0.3855,0.0169,0.3859,,,,,CLAS_EG1b
5734,1.2,0.4192,1.595,,,,,,,0.3395,0.3843,0.0752,0.3916,,,,,CLAS_EG1b
5735,1.2,0.4146,1.605,,,,,,,0.3411,0.3813,0.0567,0.3855,,,,,CLAS_EG1b
5736,1.2,0.41,1.615,,,,,,,-0.0061,0.3809,0.0374,0.3827,,,,,CLAS_EG1b
5737,1.2,0.4056,1.625,,,,,,,0.628,0.3802,0.0902,0.3908,,,,,CLAS_EG1b
5738,1.2,0.4011,1.635,,,,,,,0.3297,0.3772,0.0403,0.3793,,,,,CLAS_EG1b
5739,1.2,0.3968,1.645,,,,,,,-0.2268,0.378,0.0447,0.3806,,,,,CLAS_EG1b
5740,1.2,0.3925,1.655,,,,,,,0.1012,0.3776,0.0253,0.3784,,,,,CLAS_EG1b
5741,1.2,0.3883,1.665,,,,,,,0.3386,0.3764,0.0528,0.3801,,,,,CLAS_EG1b
5742,1.2,0.3841,1.675,,,,,,,0.0151,0.3786,0.0608,0.3835,,,,,CLAS_EG1b
5743,1.2,0.38,1.685,,,,,,,-0.1359,0.3798,0.1268,0.4004,,,,,CLAS_EG1b
5744,1.2,0.376,1.695,,,,,,,0.5885,0.3812,0.0886,0.3914,,,,,CLAS_EG1b
5745,1.2,0.3721,1.705,,,,,,,0.3381,0.3753,0.0537,0.3791,,,,,CLAS_EG1b
5746,1.2,0.3682,1.715,,,,,,,0.2632,0.3673,0.0336,0.3688,,,,,CLAS_EG1b
5747,1.2,0.3643,1.725,,,,,,,-0.1041,0.3603,0.0208,0.3609,,,,,CLAS_EG1b
5748,1.2,0.3605,1.735,,,,,,,0.3066,0.3555,0.0444,0.3583,,,,,CLAS_EG1b
5749,1.2,0.3568,1.745,,,,,,,0.1926,0.3499,0.0291,0.3511,,,,,CLAS_EG1b
5750,1.2,0.3531,1.755,,,,,,,0.1444,0.3449,0.0228,0.3457,,,,,CLAS_EG1b
5751,1.2,0.3495,1.765,,,,,,,0.2254,0.3446,0.042,0.3472,,,,,CLAS_EG1b
5752,1.2,0.3459,1.775,,,,,,,0.737,0.3407,0.1039,0.3562,,,,,CLAS_EG1b
5753,1.2,0.3424,1.785,,,,,,,0.4783,0.3353,0.0636,0.3413,,,,,CLAS_EG1b
5754,1.2,0.339,1.795,,,,,,,0.1305,0.3335,0.034,0.3352,,,,,CLAS_EG1b
5755,1.2,0.3355,1.805,,,,,,,-0.082,0.3304,0.0147,0.3307,,,,,CLAS_EG1b
5756,1.2,0.3322,1.815,,,,,,,0.4972,0.3305,0.0711,0.3381,,,,,CLAS_EG1b
5757,1.2,0.3289,1.825,,,,,,,0.5603,0.329,0.0657,0.3355,,,,,CLAS_EG1b
5758,1.2,0.3256,1.835,,,,,,,-0.593,0.3234,0.074,0.3318,,,,,CLAS_EG1b
5759,1.2,0.3224,1.845,,,,,,,0.4684,0.3216,0.1071,0.339,,,,,CLAS_EG1b
5760,1.2,0.3192,1.855,,,,,,,0.1787,0.3223,0.0271,0.3234,,,,,CLAS_EG1b
5761,1.2,0.3161,1.865,,,,,,,0.2037,0.3212,0.0283,0.3224,,,,,CLAS_EG1b
5762,1.2,0.313,1.875,,,,,,,0.1158,0.3206,0.0472,0.3241,,,,,CLAS_EG1b
5763,1.2,0.31,1.885,,,,,,,-0.1697,0.3168,0.0495,0.3206,,,,,CLAS_EG1b
5764,1.2,0.307,1.895,,,,,,,-0.4176,0.3129,0.0581,0.3182,,,,,CLAS_EG1b
5765,1.2,0.304,1.905,,,,,,,-0.3989,0.3136,0.0461,0.317,,,,,CLAS_EG1b
5766,1.2,0.3011,1.915,,,,,,,0.7127,0.31,0.0921,0.3234,,,,,CLAS_EG1b
5767,1.2,0.2982,1.925,,,,,,,-0.2403,0.3064,0.0267,0.3076,,,,,CLAS_EG1b
5768,1.2,0.2954,1.935,,,,,,,0.0374,0.3049,0.0191,0.3055,,,,,CLAS_EG1b
5769,1.2,0.2926,1.945,,,,,,,-0.3041,0.3015,0.0638,0.3082,,,,,CLAS_EG1b
5770,1.2,0.2898,1.955,,,,,,,0.8365,0.3014,0.1052,0.3192,,,,,CLAS_EG1b
5771,1.2,0.2871,1.965,,,,,,,0.2898,0.2996,0.0419,0.3025,,,,,CLAS_EG1b
5772,1.2,0.2844,1.975,,,,,,,0.04,0.2986,0.0281,0.2999,,,,,CLAS_EG1b
5773,1.2,0.2818,1.985,,,,,,,0.2333,0.2984,0.0336,0.3003,,,,,CLAS_EG1b
5774,1.2,0.2792,1.995,,,,,,,0.2968,0.3,0.0369,0.3023,,,,,CLAS_EG1b
5775,1.2,0.2766,2.005,,,,,,,0.1844,0.2997,0.03,0.3012,,,,,CLAS_EG1b
5776,1.2,0.2741,2.015,,,,,,,0.3162,0.2997,0.0385,0.3022,,,,,CLAS_EG1b
5777,1.2,0.2716,2.025,,,,,,,0.7275,0.2989,0.0787,0.3091,,,,,CLAS_EG1b
5778,1.2,0.2691,2.035,,,,,,,0.3013,0.3005,0.0354,0.3026,,,,,CLAS_EG1b
5779,1.2,0.2666,2.045,,,,,,,0.0042,0.2975,0.0557,0.3027,,,,,CLAS_EG1b
5780,1.2,0.2642,2.055,,,,,,,0.1192,0.2979,0.0198,0.2986,,,,,CLAS_EG1b
5781,1.2,0.2619,2.065,,,,,,,0.2044,0.2945,0.0259,0.2956,,,,,CLAS_EG1b
5782,1.2,0.2595,2.075,,,,,,,0.3318,0.2932,0.0438,0.2965,,,,,CLAS_EG1b
5783,1.2,0.2572,2.085,,,,,,,0.0572,0.2903,0.041,0.2932,,,,,CLAS_EG1b
5784,1.2,0.2549,2.095,,,,,,,0.373,0.2884,0.0513,0.2929,,,,,CLAS_EG1b
5785,1.2,0.2527,2.105,,,,,,,0.4372,0.289,0.0534,0.2939,,,,,CLAS_EG1b
5786,1.2,0.2504,2.115,,,,,,,0.1558,0.2897,0.0242,0.2907,,,,,CLAS_EG1b
5787,1.2,0.2482,2.125,,,,,,,0.0245,0.2872,0.0151,0.2876,,,,,CLAS_EG1b
5788,1.2,0.2461,2.135,,,,,,,0.0913,0.286,0.0259,0.2872,,,,,CLAS_EG1b
5789,1.2,0.2439,2.145,,,,,,,-0.0939,0.2842,0.0176,0.2847,,,,,CLAS_EG1b
5790,1.2,0.2418,2.155,,,,,,,-0.2151,0.2855,0.0314,0.2872,,,,,CLAS_EG1b
5791,1.2,0.2397,2.165,,,,,,,0.738,0.2835,0.085,0.296,,,,,CLAS_EG1b
5792,1.2,0.2377,2.175,,,,,,,-0.5284,0.2837,0.062,0.2904,,,,,CLAS_EG1b
5793,1.2,0.2356,2.185,,,,,,,0.0456,0.285,0.0158,0.2854,,,,,CLAS_EG1b
5794,1.2,0.2336,2.195,,,,,,,0.1191,0.2897,0.0177,0.2902,,,,,CLAS_EG1b
5795,1.2,0.2316,2.205,,,,,,,-0.8886,0.2952,0.0976,0.3109,,,,,CLAS_EG1b
5796,1.2,0.2297,2.215,,,,,,,0.5082,0.3003,0.0613,0.3065,,,,,CLAS_EG1b
5797,1.2,0.2278,2.225,,,,,,,0.497,0.3046,0.0559,0.3097,,,,,CLAS_EG1b
5798,1.2,0.2258,2.235,,,,,,,0.6108,0.3044,0.0704,0.3124,,,,,CLAS_EG1b
5799,1.2,0.224,2.245,,,,,,,0.4642,0.3022,0.0544,0.3071,,,,,CLAS_EG1b
5800,1.2,0.2221,2.255,,,,,,,-0.377,0.2975,0.0552,0.3026,,,,,CLAS_EG1b
5801,1.2,0.2202,2.265,,,,,,,0.0073,0.2947,0.0747,0.304,,,,,CLAS_EG1b
5802,1.2,0.2184,2.275,,,,,,,0.5808,0.2916,0.0798,0.3023,,,,,CLAS_EG1b
5803,1.2,0.2166,2.285,,,,,,,0.2189,0.2873,0.0475,0.2912,,,,,CLAS_EG1b
5804,1.2,0.2149,2.295,,,,,,,0.3976,0.2793,0.0531,0.2843,,,,,CLAS_EG1b
5805,1.2,0.2131,2.305,,,,,,,-0.1615,0.2759,0.0225,0.2768,,,,,CLAS_EG1b
5806,1.2,0.2114,2.315,,,,,,,0.1734,0.2736,0.0219,0.2745,,,,,CLAS_EG1b
5807,1.2,0.2096,2.325,,,,,,,0.5864,0.2722,0.0646,0.2798,,,,,CLAS_EG1b
5808,1.2,0.208,2.335,,,,,,,-0.1548,0.2692,0.023,0.2702,,,,,CLAS_EG1b
5809,1.2,0.2063,2.345,,,,,,,-0.11,0.2678,0.0151,0.2682,,,,,CLAS_EG1b
5810,1.2,0.2046,2.355,,,,,,,0.16,0.2659,0.0237,0.267,,,,,CLAS_EG1b
5811,1.2,0.203,2.365,,,,,,,0.1325,0.2634,0.0206,0.2642,,,,,CLAS_EG1b
5812,1.2,0.2014,2.375,,,,,,,0.2827,0.261,0.0334,0.2631,,,,,CLAS_EG1b
5813,1.2,0.1998,2.385,,,,,,,-0.0195,0.259,0.011,0.2592,,,,,CLAS_EG1b
5814,1.2,0.1982,2.395,,,,,,,0.0137,0.258,0.0113,0.2582,,,,,CLAS_EG1b
5815,1.2,0.1966,2.405,,,,,,,-0.2639,0.2538,0.0369,0.2565,,,,,CLAS_EG1b
5816,1.2,0.1951,2.415,,,,,,,-0.0096,0.2486,0.0216,0.2495,,,,,CLAS_EG1b
5817,1.2,0.1936,2.425,,,,,,,-0.0869,0.244,0.0185,0.2447,,,,,CLAS_EG1b
5818,1.2,0.1921,2.435,,,,,,,-0.2145,0.242,0.0241,0.2432,,,,,CLAS_EG1b
5819,1.2,0.1906,2.445,,,,,,,0.1178,0.2388,0.0244,0.24,,,,,CLAS_EG1b
5820,1.2,0.1891,2.455,,,,,,,0.5758,0.2388,0.0844,0.2533,,,,,CLAS_EG1b
5821,1.2,0.1877,2.465,,,,,,,-0.2023,0.2356,0.0236,0.2368,,,,,CLAS_EG1b
5822,1.2,0.1862,2.475,,,,,,,0.281,0.2368,0.041,0.2403,,,,,CLAS_EG1b
5823,1.2,0.1848,2.485,,,,,,,-0.229,0.2363,0.0319,0.2384,,,,,CLAS_EG1b
5824,1.2,0.1834,2.495,,,,,,,0.4227,0.2382,0.0514,0.2437,,,,,CLAS_EG1b
5825,1.2,0.182,2.505,,,,,,,0.1631,0.2379,0.0259,0.2393,,,,,CLAS_EG1b
5826,1.2,0.1806,2.515,,,,,,,0.3378,0.2386,0.0466,0.2431,,,,,CLAS_EG1b
5827,1.2,0.1793,2.525,,,,,,,-0.0489,0.2382,0.0181,0.2389,,,,,CLAS_EG1b
5828,1.2,0.1779,2.535,,,,,,,0.0813,0.2384,0.0185,0.2391,,,,,CLAS_EG1b
5829,1.2,0.1766,2.545,,,,,,,0.2292,0.2366,0.0299,0.2385,,,,,CLAS_EG1b
5830,1.2,0.1753,2.555,,,,,,,-0.0787,0.2354,0.0139,0.2358,,,,,CLAS_EG1b
5831,1.2,0.174,2.565,,,,,,,0.1987,0.236,0.0295,0.2378,,,,,CLAS_EG1b
5832,1.2,0.1727,2.575,,,,,,,-0.0273,0.2371,0.015,0.2376,,,,,CLAS_EG1b
5833,1.2,0.1714,2.585,,,,,,,0.1669,0.2371,0.0215,0.2381,,,,,CLAS_EG1b
5834,1.2,0.1702,2.595,,,,,,,-0.0338,0.2342,0.0308,0.2362,,,,,CLAS_EG1b
5835,1.2,0.1689,2.605,,,,,,,0.1877,0.2354,0.0263,0.2369,,,,,CLAS_EG1b
5836,1.2,0.1677,2.615,,,,,,,0.1714,0.2366,0.0351,0.2392,,,,,CLAS_EG1b
5837,1.2,0.1665,2.625,,,,,,,0.2511,0.2375,0.0326,0.2397,,,,,CLAS_EG1b
5838,1.2,0.1653,2.635,,,,,,,0.0895,0.237,0.0149,0.2375,,,,,CLAS_EG1b
5839,1.2,0.1641,2.645,,,,,,,0.1273,0.2366,0.0212,0.2375,,,,,CLAS_EG1b
5840,1.2,0.1629,2.655,,,,,,,-0.1735,0.2358,0.0236,0.237,,,,,CLAS_EG1b
5841,1.2,0.1617,2.665,,,,,,,0.1683,0.2361,0.0276,0.2377,,,,,CLAS_EG1b
5842,1.2,0.1606,2.675,,,,,,,0.1308,0.2345,0.0333,0.2369,,,,,CLAS_EG1b
5843,1.2,0.1594,2.685,,,,,,,-0.0303,0.2326,0.012,0.2329,,,,,CLAS_EG1b
5844,1.2,0.1583,2.695,,,,,,,0.0052,0.2304,0.0404,0.2339,,,,,CLAS_EG1b
5845,1.44,0.8297,1.085,,,,,,,-2.7902,1.5338,2.2348,2.7105,,,,,CLAS_EG1b
5846,1.44,0.8194,1.095,,,,,,,-0.3165,1.2293,0.2814,1.2611,,,,,CLAS_EG1b
5847,1.44,0.8093,1.105,,,,,,,-1.6581,1.0428,0.359,1.1029,,,,,CLAS_EG1b
5848,1.44,0.7993,1.115,,,,,,,-0.6773,0.9022,0.1567,0.9157,,,,,CLAS_EG1b
5849,1.44,0.7895,1.125,,,,,,,-0.9051,0.8122,0.2031,0.8372,,,,,CLAS_EG1b
5850,1.44,0.7799,1.135,,,,,,,-1.2756,0.7419,0.2205,0.774,,,,,CLAS_EG1b
5851,1.44,0.7703,1.145,,,,,,,0.5215,0.681,0.0847,0.6862,,,,,CLAS_EG1b
5852,1.44,0.761,1.155,,,,,,,0.6623,0.6342,0.1876,0.6614,,,,,CLAS_EG1b
5853,1.44,0.7518,1.165,,,,,,,0.2505,0.5879,0.0978,0.596,,,,,CLAS_EG1b
5854,1.44,0.7427,1.175,,,,,,,0.3481,0.5528,0.13,0.5679,,,,,CLAS_EG1b
5855,1.44,0.7338,1.185,,,,,,,0.0712,0.5191,0.1043,0.5295,,,,,CLAS_EG1b
5856,1.44,0.725,1.195,,,,,,,-0.0199,0.4924,0.0651,0.4967,,,,,CLAS_EG1b
5857,1.44,0.7163,1.205,,,,,,,-0.2968,0.4727,0.0981,0.4828,,,,,CLAS_EG1b
5858,1.44,0.7078,1.215,,,,,,,0.0632,0.4535,0.0323,0.4546,,,,,CLAS_EG1b
5859,1.44,0.6994,1.225,,,,,,,-0.1106,0.4363,0.0805,0.4437,,,,,CLAS_EG1b
5860,1.44,0.6911,1.235,,,,,,,-0.0671,0.4245,0.0656,0.4295,,,,,CLAS_EG1b
5861,1.44,0.683,1.245,,,,,,,-0.5258,0.4186,0.081,0.4264,,,,,CLAS_EG1b
5862,1.44,0.675,1.255,,,,,,,-0.3428,0.4156,0.0974,0.4269,,,,,CLAS_EG1b
5863,1.44,0.6671,1.265,,,,,,,0.1485,0.411,0.0753,0.4178,,,,,CLAS_EG1b
5864,1.44,0.6594,1.275,,,,,,,-0.1346,0.4107,0.0542,0.4143,,,,,CLAS_EG1b
5865,1.44,0.6517,1.285,,,,,,,0.537,0.4113,0.1507,0.438,,,,,CLAS_EG1b
5866,1.44,0.6442,1.295,,,,,,,-0.749,0.4129,0.0955,0.4238,,,,,CLAS_EG1b
5867,1.44,0.6368,1.305,,,,,,,-0.8847,0.4176,0.0968,0.4287,,,,,CLAS_EG1b
5868,1.44,0.6295,1.315,,,,,,,0.1211,0.4175,0.0657,0.4226,,,,,CLAS_EG1b
5869,1.44,0.6223,1.325,,,,,,,0.9873,0.4148,0.1618,0.4452,,,,,CLAS_EG1b
5870,1.44,0.6153,1.335,,,,,,,-0.0211,0.4173,0.0854,0.4259,,,,,CLAS_EG1b
5871,1.44,0.6083,1.345,,,,,,,0.2649,0.4192,0.0481,0.422,,,,,CLAS_EG1b
5872,1.44,0.6014,1.355,,,,,,,0.196,0.4132,0.0683,0.4188,,,,,CLAS_EG1b
5873,1.44,0.5947,1.365,,,,,,,0.8816,0.4146,0.0998,0.4264,,,,,CLAS_EG1b
5874,1.44,0.588,1.375,,,,,,,-0.2008,0.4151,0.0949,0.4258,,,,,CLAS_EG1b
5875,1.44,0.5815,1.385,,,,,,,0.0532,0.4139,0.0361,0.4155,,,,,CLAS_EG1b
5876,1.44,0.575,1.395,,,,,,,-0.4288,0.4086,0.0753,0.4155,,,,,CLAS_EG1b
5877,1.44,0.5687,1.405,,,,,,,-0.0978,0.4049,0.0526,0.4083,,,,,CLAS_EG1b
5878,1.44,0.5624,1.415,,,,,,,0.8146,0.3994,0.095,0.4105,,,,,CLAS_EG1b
5879,1.44,0.5562,1.425,,,,,,,-0.0119,0.394,0.0656,0.3994,,,,,CLAS_EG1b
5880,1.44,0.5501,1.435,,,,,,,0.4742,0.3867,0.1408,0.4115,,,,,CLAS_EG1b
5881,1.44,0.5442,1.445,,,,,,,0.1032,0.3695,0.0681,0.3757,,,,,CLAS_EG1b
5882,1.44,0.5383,1.455,,,,,,,1.0006,0.3639,0.1506,0.3938,,,,,CLAS_EG1b
5883,1.44,0.5324,1.465,,,,,,,0.4379,0.3613,0.0511,0.3649,,,,,CLAS_EG1b
5884,1.44,0.5267,1.475,,,,,,,0.4192,0.3674,0.0902,0.3783,,,,,CLAS_EG1b
5885,1.44,0.5211,1.485,,,,,,,0.3246,0.3702,0.0644,0.3758,,,,,CLAS_EG1b
5886,1.44,0.5155,1.495,,,,,,,0.2002,0.3622,0.0829,0.3716,,,,,CLAS_EG1b
5887,1.44,0.51,1.505,,,,,,,0.3294,0.3375,0.0836,0.3477,,,,,CLAS_EG1b
5888,1.44,0.5046,1.515,,,,,,,0.3823,0.3202,0.0695,0.3277,,,,,CLAS_EG1b
5889,1.44,0.4993,1.525,,,,,,,0.8316,0.3095,0.0904,0.3224,,,,,CLAS_EG1b
5890,1.44,0.4941,1.535,,,,,,,0.1897,0.3004,0.042,0.3033,,,,,CLAS_EG1b
5891,1.44,0.4889,1.545,,,,,,,0.557,0.2938,0.0947,0.3087,,,,,CLAS_EG1b
5892,1.44,0.4838,1.555,,,,,,,0.0389,0.2893,0.0419,0.2923,,,,,CLAS_EG1b
5893,1.44,0.4788,1.565,,,,,,,0.1348,0.2871,0.0812,0.2984,,,,,CLAS_EG1b
5894,1.44,0.4739,1.575,,,,,,,0.1169,0.2881,0.0392,0.2908,,,,,CLAS_EG1b
5895,1.44,0.469,1.585,,,,,,,0.1114,0.2822,0.0399,0.285,,,,,CLAS_EG1b
5896,1.44,0.4642,1.595,,,,,,,0.2132,0.2804,0.0507,0.2849,,,,,CLAS_EG1b
5897,1.44,0.4594,1.605,,,,,,,0.0798,0.2761,0.0494,0.2805,,,,,CLAS_EG1b
5898,1.44,0.4548,1.615,,,,,,,0.1435,0.2726,0.0321,0.2745,,,,,CLAS_EG1b
5899,1.44,0.4502,1.625,,,,,,,-0.2356,0.2718,0.0425,0.2751,,,,,CLAS_EG1b
5900,1.44,0.4456,1.635,,,,,,,-0.0561,0.2664,0.04,0.2694,,,,,CLAS_EG1b
5901,1.44,0.4411,1.645,,,,,,,0.3094,0.2631,0.0544,0.2687,,,,,CLAS_EG1b
5902,1.44,0.4367,1.655,,,,,,,0.9352,0.2631,0.1038,0.2828,,,,,CLAS_EG1b
