Q2,x,W,theta,Eb,nu,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g2,dg2(stat),dg2(sys),dg2(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),g2/F1,dg2/F1(stat),dg2/F1(sys),dg2/F1(tot),sigma_LT,dsigma_LT(stat),dsigma_LT(sys),dsigma_LT(tot),sigma_TT,dsigma_TT(stat),dsigma_TT(sys),dsigma_TT(tot),Experiment
0.29089,0.0080220732947856,1.2598,,,,-0.20858,0.04372,0.05272,,,,,,,-0.1819,0.03894,0.04318,,-0.39176,0.07939,0.12737,,,,,,,,,,,,,,CLAS_EG1b
0.29123,0.0080220732947856,1.2997,,,,-0.00302,0.04104,0.03095,,,,,,,-0.01072,0.05273,0.03473,,-0.09023,0.09767,0.08443,,,,,,,,,,,,,,CLAS_EG1b
0.29182,0.0080220732947856,1.3398,,,,-0.02414,0.0392,0.02389,,,,,,,-0.03973,0.06303,0.03862,,-0.20491,0.10766,0.04502,,,,,,,,,,,,,,CLAS_EG1b
0.29227,0.0080220732947856,1.3799,,,,-0.06775,0.03893,0.02694,,,,,,,-0.11961,0.06878,0.04669,,-0.37111,0.10968,0.04214,,,,,,,,,,,,,,CLAS_EG1b
0.2928,0.0080220732947856,1.4201,,,,0.01112,0.03901,0.02802,,,,,,,0.01906,0.06847,0.04812,,-0.16435,0.10303,0.05951,,,,,,,,,,,,,,CLAS_EG1b
0.2932,0.0080220732947856,1.4602,,,,0.00552,0.04085,0.02617,,,,,,,0.01008,0.0638,0.04165,,-0.1448,0.09135,0.07269,,,,,,,,,,,,,,CLAS_EG1b
0.29333,0.0080220732947856,1.5002,,,,-0.03316,0.04229,0.02177,,,,,,,-0.04584,0.05819,0.03156,,-0.16891,0.07996,0.07792,,,,,,,,,,,,,,CLAS_EG1b
0.29303,0.0080220732947856,1.5402,,,,0.12407,0.04267,0.01753,,,,,,,0.17443,0.06014,0.02475,,0.13931,0.07966,0.07481,,,,,,,,,,,,,,CLAS_EG1b
0.29269,0.0080220732947856,1.58,,,,-0.03883,0.04377,0.01605,,,,,,,-0.05609,0.06315,0.02317,,-0.17396,0.08105,0.06802,,,,,,,,,,,,,,CLAS_EG1b
0.29231,0.0080220732947856,1.62,,,,0.01806,0.04577,0.01517,,,,,,,0.02656,0.0671,0.02191,,-0.05678,0.08378,0.06066,,,,,,,,,,,,,,CLAS_EG1b
0.29165,0.0080220732947856,1.6599,,,,0.00796,0.04958,0.0153,,,,,,,0.00886,0.069,0.02045,,-0.04148,0.0841,0.05171,,,,,,,,,,,,,,CLAS_EG1b
0.29111,0.0080220732947856,1.6997,,,,-0.11896,0.06132,0.02315,,,,,,,-0.14456,0.07503,0.02825,,-0.20876,0.08966,0.04796,,,,,,,,,,,,,,CLAS_EG1b
0.29073,0.0080220732947856,1.7392,,,,-0.12299,0.07652,0.02736,,,,,,,-0.14862,0.09262,0.03291,,-0.19016,0.10861,0.04544,,,,,,,,,,,,,,CLAS_EG1b
0.29083,0.0080220732947856,1.7799,,,,-0.08212,0.07911,0.02098,,,,,,,-0.09938,0.09518,0.0249,,-0.13474,0.10984,0.03161,,,,,,,,,,,,,,CLAS_EG1b
0.29143,0.0080220732947856,1.8201,,,,-0.14927,0.08047,0.01638,,,,,,,-0.1727,0.09353,0.01796,,-0.21023,0.10647,0.01756,,,,,,,,,,,,,,CLAS_EG1b
0.29198,0.0080220732947856,1.86,,,,-0.37725,0.08138,0.0192,,,,,,,-0.41667,0.09049,0.0203,,-0.47791,0.10177,0.01778,,,,,,,,,,,,,,CLAS_EG1b
0.29168,0.0080220732947856,1.9001,,,,-0.2504,0.08067,0.01759,,,,,,,-0.26609,0.08561,0.01792,,-0.29944,0.09524,0.01492,,,,,,,,,,,,,,CLAS_EG1b
0.29078,0.0080220732947856,1.94,,,,-0.22476,0.07983,0.01595,,,,,,,-0.22803,0.0809,0.01519,,-0.24714,0.08912,0.01375,,,,,,,,,,,,,,CLAS_EG1b
0.29037,0.0080220732947856,1.9798,,,,-0.23976,0.08078,0.01875,,,,,,,-0.23183,0.0783,0.01737,,-0.24431,0.08551,0.01813,,,,,,,,,,,,,,CLAS_EG1b
0.28968,0.0080220732947856,2.0179,,,,-0.16881,0.12793,0.01987,,,,,,,-0.15672,0.1196,0.01811,,-0.15988,0.12978,0.01894,,,,,,,,,,,,,,CLAS_EG1b
0.29145,0.0080220732947856,2.0601,,,,-0.12702,0.18475,0.02353,,,,,,,-0.1168,0.1645,0.01998,,-0.11736,0.17714,0.02008,,,,,,,,,,,,,,CLAS_EG1b
0.29135,0.0080220732947856,2.1001,,,,-0.4057,0.1933,0.02985,,,,,,,-0.34431,0.16543,0.02463,,-0.35968,0.17708,0.02503,,,,,,,,,,,,,,CLAS_EG1b
0.29085,0.0080220732947856,2.1399,,,,0.03832,0.20851,0.02823,,,,,,,0.0322,0.17156,0.02317,,0.04216,0.1826,0.02357,,,,,,,,,,,,,,CLAS_EG1b
0.29081,0.0080220732947856,2.1799,,,,-0.08367,0.22207,0.02649,,,,,,,-0.06731,0.17603,0.02072,,-0.06417,0.18644,0.02087,,,,,,,,,,,,,,CLAS_EG1b
0.29096,0.0080220732947856,2.22,,,,0.11764,0.23895,0.02926,,,,,,,0.08715,0.18276,0.0222,,0.0983,0.19272,0.02256,,,,,,,,,,,,,,CLAS_EG1b
0.29042,0.0080220732947856,2.2598,,,,-0.07342,0.27852,0.03112,,,,,,,-0.05333,0.20625,0.023,,-0.04955,0.21664,0.02346,,,,,,,,,,,,,,CLAS_EG1b
0.29008,0.0080220732947856,2.2996,,,,0.13862,0.42958,0.03916,,,,,,,0.101,0.30745,0.02806,,0.11178,0.3217,0.02884,,,,,,,,,,,,,,CLAS_EG1b
0.29102,0.0080220732947856,2.3401,,,,0.18806,0.50925,0.04808,,,,,,,0.13062,0.3533,0.03341,,0.14179,0.36849,0.03444,,,,,,,,,,,,,,CLAS_EG1b
0.2908,0.0080220732947856,2.3801,,,,0.24444,0.33634,0.05103,,,,,,,0.16289,0.22476,0.03432,,0.1743,0.23354,0.03532,,,,,,,,,,,,,,CLAS_EG1b
0.29136,0.0080220732947856,2.4203,,,,0.0824,0.18831,0.04948,,,,,,,0.05253,0.12321,0.03237,,0.05919,0.12776,0.03322,,,,,,,,,,,,,,CLAS_EG1b
0.2917,0.0080220732947856,2.4601,,,,0.1397,0.18791,0.04553,,,,,,,0.08935,0.11976,0.02909,,0.09702,0.12388,0.02979,,,,,,,,,,,,,,CLAS_EG1b
0.29229,0.0080220732947856,2.5002,,,,-0.18587,0.18753,0.04536,,,,,,,-0.11547,0.11669,0.02811,,-0.11486,0.12044,0.02874,,,,,,,,,,,,,,CLAS_EG1b
0.29211,0.0080220732947856,2.5401,,,,-0.1236,0.19017,0.04883,,,,,,,-0.07504,0.11591,0.02966,,-0.07319,0.11938,0.03032,,,,,,,,,,,,,,CLAS_EG1b
0.29186,0.0080220732947856,2.5805,,,,-0.06535,0.1883,0.04832,,,,,,,-0.03859,0.11271,0.02888,,-0.03577,0.11586,0.02949,,,,,,,,,,,,,,CLAS_EG1b
0.29134,0.0080220732947856,2.6191,,,,-0.45167,0.2288,0.0488,,,,,,,-0.26479,0.13482,0.02861,,-0.26791,0.13835,0.02918,,,,,,,,,,,,,,CLAS_EG1b
0.29316,0.0080220732947856,2.6606,,,,-0.0039,0.28219,0.05009,,,,,,,-0.00103,0.16347,0.02901,,0.00255,0.16747,0.02959,,,,,,,,,,,,,,CLAS_EG1b
0.29085,0.0080220732947856,2.6998,,,,-0.11756,0.27547,0.05083,,,,,,,-0.06545,0.15716,0.02884,,-0.06352,0.16075,0.0294,,,,,,,,,,,,,,CLAS_EG1b
0.29251,0.0080220732947856,2.7405,,,,-0.37826,0.27303,0.06457,,,,,,,-0.2123,0.15319,0.03586,,-0.21377,0.15649,0.03653,,,,,,,,,,,,,,CLAS_EG1b
0.29176,0.0080220732947856,2.7804,,,,-0.00653,0.25071,0.07069,,,,,,,-0.00302,0.13818,0.03885,,-0.0001,0.14096,0.03957,,,,,,,,,,,,,,CLAS_EG1b
0.29059,0.0080220732947856,2.8199,,,,-0.23844,0.25104,0.05255,,,,,,,-0.12828,0.13566,0.02829,,-0.12791,0.13822,0.02876,,,,,,,,,,,,,,CLAS_EG1b
0.2906,0.0080220732947856,2.86,,,,-0.04927,0.27714,0.10333,,,,,,,-0.0251,0.1467,0.05343,,-0.02289,0.14932,0.05428,,,,,,,,,,,,,,CLAS_EG1b
0.29084,0.0080220732947856,2.9,,,,0.35116,0.42671,0.30639,,,,,,,0.17901,0.22013,0.15579,,0.18438,0.22382,0.15827,,,,,,,,,,,,,,CLAS_EG1b
0.34943,0.0080220732947856,1.1404,,,,0.0003,0.02752,0.01943,,,,,,,0.0144,0.09597,0.08425,,-0.04147,0.28797,0.19358,,,,,,,,,,,,,,CLAS_EG1b
0.34894,0.0080220732947856,1.1805,,,,-0.10871,0.0343,0.04211,,,,,,,-0.12984,0.0385,0.04248,,-0.31164,0.1008,0.1563,,,,,,,,,,,,,,CLAS_EG1b
0.34828,0.0080220732947856,1.2202,,,,-0.24536,0.03754,0.05444,,,,,,,-0.18817,0.0288,0.04689,,-0.40861,0.06747,0.14695,,,,,,,,,,,,,,CLAS_EG1b
0.34805,0.0080220732947856,1.2599,,,,-0.0469,0.03679,0.04462,,,,,,,-0.04688,0.03659,0.04036,,-0.11179,0.07726,0.11874,,,,,,,,,,,,,,CLAS_EG1b
0.34796,0.0080220732947856,1.2998,,,,-0.06905,0.03471,0.02458,,,,,,,-0.09764,0.04953,0.03055,,-0.25981,0.09513,0.07544,,,,,,,,,,,,,,CLAS_EG1b
0.34785,0.0080220732947856,1.3398,,,,-0.02696,0.03321,0.01777,,,,,,,-0.04802,0.05885,0.03147,,-0.22802,0.10418,0.03996,,,,,,,,,,,,,,CLAS_EG1b
0.34777,0.0080220732947856,1.38,,,,0.02678,0.03296,0.02031,,,,,,,0.05174,0.06375,0.03828,,-0.10495,0.10529,0.04771,,,,,,,,,,,,,,CLAS_EG1b
0.34755,0.0080220732947856,1.42,,,,0.07985,0.03334,0.02251,,,,,,,0.15171,0.06388,0.04184,,0.0273,0.09936,0.07,,,,,,,,,,,,,,CLAS_EG1b
0.34733,0.0080220732947856,1.4601,,,,0.04954,0.03463,0.02166,,,,,,,0.08436,0.05901,0.03753,,-0.04867,0.08717,0.08441,,,,,,,,,,,,,,CLAS_EG1b
0.34707,0.0080220732947856,1.5,,,,-0.00886,0.03643,0.01761,,,,,,,-0.01422,0.05475,0.02786,,-0.13431,0.0775,0.08917,,,,,,,,,,,,,,CLAS_EG1b
0.34705,0.0080220732947856,1.5399,,,,0.0233,0.03814,0.01426,,,,,,,0.03566,0.05871,0.02197,,-0.05128,0.07998,0.08631,,,,,,,,,,,,,,CLAS_EG1b
0.34701,0.0080220732947856,1.5799,,,,0.01768,0.04043,0.01387,,,,,,,0.02784,0.06374,0.02184,,-0.07485,0.08399,0.08076,,,,,,,,,,,,,,CLAS_EG1b
0.3466,0.0080220732947856,1.6198,,,,-0.04739,0.04402,0.01315,,,,,,,-0.07589,0.07044,0.0205,,-0.19787,0.09016,0.0753,,,,,,,,,,,,,,CLAS_EG1b
0.34662,0.0080220732947856,1.6598,,,,-0.01683,0.0591,0.01752,,,,,,,-0.03024,0.08956,0.02442,,-0.09896,0.11173,0.06975,,,,,,,,,,,,,,CLAS_EG1b
0.34648,0.0080220732947856,1.6993,,,,-0.0603,0.05993,0.02872,,,,,,,-0.07675,0.0791,0.03816,,-0.1356,0.09647,0.06676,,,,,,,,,,,,,,CLAS_EG1b
0.34768,0.0080220732947856,1.74,,,,-0.00594,0.07095,0.0322,,,,,,,-0.00806,0.09384,0.04252,,-0.03093,0.11231,0.06081,,,,,,,,,,,,,,CLAS_EG1b
0.34714,0.0080220732947856,1.78,,,,-0.03796,0.0704,0.02283,,,,,,,-0.05011,0.09304,0.02986,,-0.08091,0.10942,0.04166,,,,,,,,,,,,,,CLAS_EG1b
0.3468,0.0080220732947856,1.8199,,,,-0.16205,0.07039,0.01234,,,,,,,-0.2082,0.09013,0.01451,,-0.25572,0.10438,0.01885,,,,,,,,,,,,,,CLAS_EG1b
0.34666,0.0080220732947856,1.8599,,,,-0.24013,0.07006,0.01335,,,,,,,-0.29568,0.08595,0.01454,,-0.34904,0.0982,0.01282,,,,,,,,,,,,,,CLAS_EG1b
0.3469,0.0080220732947856,1.8999,,,,-0.27344,0.0704,0.01401,,,,,,,-0.31935,0.08244,0.0148,,-0.3645,0.09308,0.01221,,,,,,,,,,,,,,CLAS_EG1b
0.34766,0.0080220732947856,1.94,,,,-0.12629,0.07078,0.01524,,,,,,,-0.1409,0.07905,0.0155,,-0.15334,0.08831,0.01529,,,,,,,,,,,,,,CLAS_EG1b
0.34726,0.0080220732947856,1.9794,,,,-0.32103,0.07359,0.01788,,,,,,,-0.34295,0.07857,0.0175,,-0.3708,0.08697,0.01886,,,,,,,,,,,,,,CLAS_EG1b
0.34732,0.0080220732947856,2.0199,,,,-0.25487,0.1578,0.03125,,,,,,,-0.25969,0.1609,0.03064,,-0.27498,0.17656,0.03301,,,,,,,,,,,,,,CLAS_EG1b
0.34704,0.0080220732947856,2.0599,,,,0.24295,0.16316,0.03993,,,,,,,0.23815,0.15915,0.03927,,0.2687,0.17328,0.04196,,,,,,,,,,,,,,CLAS_EG1b
0.34684,0.0080220732947856,2.0998,,,,-0.0668,0.178,0.03081,,,,,,,-0.06367,0.16663,0.02971,,-0.06043,0.1802,0.03104,,,,,,,,,,,,,,CLAS_EG1b
0.34695,0.0080220732947856,2.1399,,,,-0.22928,0.19148,0.01653,,,,,,,-0.20744,0.17209,0.01372,,-0.21509,0.18494,0.01227,,,,,,,,,,,,,,CLAS_EG1b
0.34689,0.0080220732947856,2.1799,,,,-0.2208,0.20368,0.01887,,,,,,,-0.19024,0.17617,0.01462,,-0.19564,0.18827,0.01366,,,,,,,,,,,,,,CLAS_EG1b
0.34671,0.0080220732947856,2.2197,,,,-0.35565,0.2214,0.03292,,,,,,,-0.29486,0.18464,0.02561,,-0.30618,0.19633,0.02623,,,,,,,,,,,,,,CLAS_EG1b
0.34775,0.0080220732947856,2.2599,,,,-0.53177,0.27141,0.05196,,,,,,,-0.4279,0.21909,0.04071,,-0.44622,0.23198,0.04252,,,,,,,,,,,,,,CLAS_EG1b
0.34894,0.0080220732947856,2.3003,,,,0.31713,0.34002,0.07187,,,,,,,0.24725,0.2648,0.05566,,0.26696,0.27917,0.05828,,,,,,,,,,,,,,CLAS_EG1b
0.34965,0.0080220732947856,2.3404,,,,0.40924,0.33573,0.07588,,,,,,,0.30823,0.25331,0.05786,,0.32956,0.26606,0.06048,,,,,,,,,,,,,,CLAS_EG1b
0.34905,0.0080220732947856,2.3803,,,,0.06813,0.20451,0.05368,,,,,,,0.04804,0.14914,0.04023,,0.05555,0.15601,0.04178,,,,,,,,,,,,,,CLAS_EG1b
0.34849,0.0080220732947856,2.4201,,,,-0.04086,0.16043,0.03129,,,,,,,-0.02818,0.11422,0.02218,,-0.02408,0.11916,0.02248,,,,,,,,,,,,,,CLAS_EG1b
0.34782,0.0080220732947856,2.4602,,,,0.04885,0.15954,0.03546,,,,,,,0.0337,0.11059,0.02429,,0.03996,0.11504,0.02475,,,,,,,,,,,,,,CLAS_EG1b
0.34758,0.0080220732947856,2.5,,,,-0.44224,0.1624,0.03444,,,,,,,-0.29858,0.10993,0.02275,,-0.30502,0.11405,0.02314,,,,,,,,,,,,,,CLAS_EG1b
0.34856,0.0080220732947856,2.5405,,,,-0.31232,0.16251,0.02855,,,,,,,-0.20637,0.10767,0.01796,,-0.20912,0.11144,0.01809,,,,,,,,,,,,,,CLAS_EG1b
0.3476,0.0080220732947856,2.5801,,,,-0.33359,0.16265,0.02606,,,,,,,-0.21738,0.10577,0.01606,,-0.22035,0.10922,0.01612,,,,,,,,,,,,,,CLAS_EG1b
0.3457,0.0080220732947856,2.6169,,,,-0.11543,0.20511,0.0403,,,,,,,-0.07371,0.13125,0.02504,,-0.07195,0.13526,0.0255,,,,,,,,,,,,,,CLAS_EG1b
0.34755,0.0080220732947856,2.66,,,,-0.17624,0.24292,0.07337,,,,,,,-0.11031,0.15274,0.04578,,-0.10963,0.1571,0.0469,,,,,,,,,,,,,,CLAS_EG1b
0.34822,0.0080220732947856,2.7004,,,,0.24429,0.23301,0.08454,,,,,,,0.15191,0.1441,0.0527,,0.15967,0.14796,0.05401,,,,,,,,,,,,,,CLAS_EG1b
0.34669,0.0080220732947856,2.7399,,,,-0.24516,0.26441,0.08294,,,,,,,-0.14932,0.16108,0.05055,,-0.14966,0.16515,0.05171,,,,,,,,,,,,,,CLAS_EG1b
0.34708,0.0080220732947856,2.7799,,,,-0.73446,0.50957,0.11202,,,,,,,-0.43865,0.30412,0.06661,,-0.4458,0.3113,0.06808,,,,,,,,,,,,,,CLAS_EG1b
0.3471,0.0080220732947856,2.82,,,,-0.82749,0.38115,0.18352,,,,,,,-0.48231,0.22248,0.10694,,-0.48989,0.2274,0.10921,,,,,,,,,,,,,,CLAS_EG1b
0.34713,0.0080220732947856,2.8601,,,,0.72672,0.37865,0.25145,,,,,,,0.41607,0.21622,0.14439,,0.42771,0.22074,0.14736,,,,,,,,,,,,,,CLAS_EG1b
0.34736,0.0080220732947856,2.9003,,,,0.64586,0.42843,0.34865,,,,,,,0.36087,0.23934,0.19416,,0.37078,0.24409,0.19792,,,,,,,,,,,,,,CLAS_EG1b
0.4142,0.0080220732947856,1.1403,,,,-0.00148,0.0238,0.01565,,,,,,,0.01604,0.09493,0.08466,,-0.01447,0.28683,0.19895,,,,,,,,,,,,,,CLAS_EG1b
0.41392,0.0080220732947856,1.1804,,,,-0.08413,0.02876,0.03337,,,,,,,-0.11189,0.03724,0.03887,,-0.25824,0.09913,0.13653,,,,,,,,,,,,,,CLAS_EG1b
0.41351,0.0080220732947856,1.2202,,,,-0.16595,0.03121,0.04263,,,,,,,-0.147,0.02764,0.04261,,-0.3162,0.06626,0.12734,,,,,,,,,,,,,,CLAS_EG1b
0.41326,0.0080220732947856,1.2598,,,,-0.16356,0.03072,0.03453,,,,,,,-0.1964,0.03516,0.03585,,-0.42893,0.07629,0.10114,,,,,,,,,,,,,,CLAS_EG1b
0.41313,0.0080220732947856,1.2998,,,,-0.02395,0.0294,0.01768,,,,,,,-0.04292,0.04783,0.02377,,-0.15101,0.09466,0.06032,,,,,,,,,,,,,,CLAS_EG1b
0.41327,0.0080220732947856,1.3398,,,,-0.01429,0.0288,0.00969,,,,,,,-0.0273,0.05752,0.01916,,-0.19667,0.10509,0.03654,,,,,,,,,,,,,,CLAS_EG1b
0.41341,0.0080220732947856,1.3799,,,,0.00355,0.02938,0.01188,,,,,,,0.00795,0.06347,0.02508,,-0.18609,0.10828,0.05697,,,,,,,,,,,,,,CLAS_EG1b
0.41342,0.0080220732947856,1.4199,,,,0.05568,0.03097,0.01479,,,,,,,0.11726,0.066,0.03054,,-0.03083,0.10602,0.08056,,,,,,,,,,,,,,CLAS_EG1b
0.4135,0.0080220732947856,1.46,,,,0.00703,0.0325,0.01548,,,,,,,0.01454,0.0615,0.02953,,-0.16114,0.09374,0.09572,,,,,,,,,,,,,,CLAS_EG1b
0.41325,0.0080220732947856,1.4999,,,,0.03475,0.03508,0.01456,,,,,,,0.05832,0.05851,0.02543,,-0.03887,0.08536,0.1015,,,,,,,,,,,,,,CLAS_EG1b
0.41306,0.0080220732947856,1.5398,,,,0.03321,0.03744,0.01362,,,,,,,0.05625,0.06395,0.02363,,-0.02723,0.08965,0.1005,,,,,,,,,,,,,,CLAS_EG1b
0.41355,0.0080220732947856,1.5799,,,,0.07204,0.04469,0.01258,,,,,,,0.1268,0.07815,0.02224,,0.04985,0.10589,0.09839,,,,,,,,,,,,,,CLAS_EG1b
0.41358,0.0080220732947856,1.6199,,,,-0.03717,0.05026,0.01245,,,,,,,-0.0657,0.08897,0.02142,,-0.1938,0.11675,0.09423,,,,,,,,,,,,,,CLAS_EG1b
0.41277,0.0080220732947856,1.6596,,,,0.01692,0.05203,0.0222,,,,,,,0.02565,0.08688,0.03403,,-0.03672,0.11108,0.08958,,,,,,,,,,,,,,CLAS_EG1b
0.41372,0.0080220732947856,1.6998,,,,0.07881,0.06271,0.03458,,,,,,,0.11508,0.09093,0.05098,,0.09448,0.11348,0.08859,,,,,,,,,,,,,,CLAS_EG1b
0.41437,0.0080220732947856,1.7399,,,,-0.06782,0.06165,0.03587,,,,,,,-0.09862,0.09009,0.05234,,-0.14902,0.11013,0.07829,,,,,,,,,,,,,,CLAS_EG1b
0.4145,0.0080220732947856,1.78,,,,-0.00193,0.06007,0.02413,,,,,,,-0.00237,0.08822,0.03498,,-0.02679,0.10584,0.05179,,,,,,,,,,,,,,CLAS_EG1b
0.41468,0.0080220732947856,1.82,,,,-0.09246,0.06001,0.01267,,,,,,,-0.13111,0.08564,0.01668,,-0.16926,0.10106,0.02628,,,,,,,,,,,,,,CLAS_EG1b
0.41482,0.0080220732947856,1.86,,,,-0.21284,0.06039,0.01272,,,,,,,-0.29143,0.08266,0.01517,,-0.351,0.09613,0.01818,,,,,,,,,,,,,,CLAS_EG1b
0.4147,0.0080220732947856,1.9001,,,,-0.15822,0.06023,0.01212,,,,,,,-0.2076,0.07867,0.01368,,-0.24407,0.09029,0.01379,,,,,,,,,,,,,,CLAS_EG1b
0.41431,0.0080220732947856,1.94,,,,-0.20694,0.06019,0.01334,,,,,,,-0.25769,0.07488,0.01497,,-0.28888,0.08493,0.01592,,,,,,,,,,,,,,CLAS_EG1b
0.41246,0.0080220732947856,1.9776,,,,-0.00781,0.07956,0.01675,,,,,,,-0.00806,0.09499,0.01927,,-0.00065,0.10673,0.02136,,,,,,,,,,,,,,CLAS_EG1b
0.41405,0.0080220732947856,2.0199,,,,-0.05548,0.14821,0.02107,,,,,,,-0.06092,0.16742,0.02353,,-0.05777,0.1861,0.02544,,,,,,,,,,,,,,CLAS_EG1b
0.41518,0.0080220732947856,2.06,,,,0.01703,0.15264,0.03013,,,,,,,0.02119,0.16475,0.03225,,0.03288,0.18164,0.03427,,,,,,,,,,,,,,CLAS_EG1b
0.41615,0.0080220732947856,2.1002,,,,0.14979,0.16221,0.03696,,,,,,,0.15416,0.16748,0.03822,,0.17705,0.18324,0.04058,,,,,,,,,,,,,,CLAS_EG1b
0.41632,0.0080220732947856,2.14,,,,-0.24976,0.16672,0.03685,,,,,,,-0.24833,0.16512,0.03617,,-0.262,0.17941,0.03816,,,,,,,,,,,,,,CLAS_EG1b
0.41615,0.0080220732947856,2.18,,,,-0.35281,0.17294,0.03329,,,,,,,-0.33564,0.1646,0.03117,,-0.3548,0.17772,0.03244,,,,,,,,,,,,,,CLAS_EG1b
0.41616,0.0080220732947856,2.2201,,,,-0.01361,0.17886,0.04081,,,,,,,-0.00983,0.16394,0.0368,,-0.00298,0.176,0.03848,,,,,,,,,,,,,,CLAS_EG1b
0.4153,0.0080220732947856,2.2601,,,,-0.06578,0.2167,0.06363,,,,,,,-0.05966,0.19165,0.05569,,-0.05718,0.20466,0.05882,,,,,,,,,,,,,,CLAS_EG1b
0.41527,0.0080220732947856,2.3002,,,,0.15337,0.22115,0.07021,,,,,,,0.1317,0.18906,0.06057,,0.14645,0.20093,0.06398,,,,,,,,,,,,,,CLAS_EG1b
0.41482,0.0080220732947856,2.3401,,,,-0.1363,0.22269,0.04816,,,,,,,-0.11165,0.18436,0.04076,,-0.11193,0.19509,0.04267,,,,,,,,,,,,,,CLAS_EG1b
0.41414,0.0080220732947856,2.38,,,,-0.2567,0.15589,0.02548,,,,,,,-0.20641,0.12496,0.01962,,-0.21187,0.13167,0.01953,,,,,,,,,,,,,,CLAS_EG1b
0.41509,0.0080220732947856,2.4202,,,,0.00645,0.14369,0.0311,,,,,,,0.00583,0.11212,0.02368,,0.01166,0.11776,0.02404,,,,,,,,,,,,,,CLAS_EG1b
0.41573,0.0080220732947856,2.4602,,,,-0.21387,0.14023,0.02998,,,,,,,-0.16262,0.1065,0.02224,,-0.1651,0.1115,0.02254,,,,,,,,,,,,,,CLAS_EG1b
0.4147,0.0080220732947856,2.5002,,,,-0.28142,0.14021,0.02132,,,,,,,-0.20917,0.10394,0.01466,,-0.21347,0.10848,0.01428,,,,,,,,,,,,,,CLAS_EG1b
0.41326,0.0080220732947856,2.5398,,,,-0.21405,0.14418,0.0219,,,,,,,-0.15592,0.10466,0.01499,,-0.15767,0.10892,0.01463,,,,,,,,,,,,,,CLAS_EG1b
0.41319,0.0080220732947856,2.5797,,,,-0.01829,0.16509,0.0338,,,,,,,-0.01303,0.1177,0.0237,,-0.00906,0.12218,0.02403,,,,,,,,,,,,,,CLAS_EG1b
0.41365,0.0080220732947856,2.6172,,,,-0.11541,0.23823,0.03711,,,,,,,-0.07975,0.1669,0.02572,,-0.07818,0.17286,0.02619,,,,,,,,,,,,,,CLAS_EG1b
0.41464,0.0080220732947856,2.6601,,,,-0.21128,0.27548,0.0283,,,,,,,-0.14538,0.19005,0.01882,,-0.14612,0.19643,0.01889,,,,,,,,,,,,,,CLAS_EG1b
0.41403,0.0080220732947856,2.6999,,,,-0.25328,0.37362,0.06498,,,,,,,-0.17172,0.2535,0.04313,,-0.1732,0.26145,0.04418,,,,,,,,,,,,,,CLAS_EG1b
0.41433,0.0080220732947856,2.74,,,,-0.71462,0.41169,0.09821,,,,,,,-0.47695,0.27474,0.06522,,-0.48729,0.28283,0.067,,,,,,,,,,,,,,CLAS_EG1b
0.41384,0.0080220732947856,2.7799,,,,-0.53044,0.46003,0.14403,,,,,,,-0.34751,0.30151,0.09364,,-0.35358,0.30985,0.09609,,,,,,,,,,,,,,CLAS_EG1b
0.41435,0.0080220732947856,2.8201,,,,0.52297,0.33783,0.18562,,,,,,,0.33485,0.21693,0.11915,,0.34685,0.22258,0.12216,,,,,,,,,,,,,,CLAS_EG1b
0.414,0.0080220732947856,2.8601,,,,0.15964,0.33987,0.21732,,,,,,,0.09847,0.21343,0.13658,,0.10395,0.21866,0.13985,,,,,,,,,,,,,,CLAS_EG1b
0.41371,0.0080220732947856,2.9,,,,0.79918,0.48445,0.32754,,,,,,,0.49174,0.2986,0.19965,,0.50624,0.30559,0.20413,,,,,,,,,,,,,,CLAS_EG1b
0.49326,0.0080220732947856,1.1403,,,,0.03919,0.02106,0.01824,,,,,,,0.15998,0.09886,0.09445,,0.42422,0.2979,0.20931,,,,,,,,,,,,,,CLAS_EG1b
0.49313,0.0080220732947856,1.1804,,,,-0.10587,0.02511,0.03929,,,,,,,-0.15363,0.03867,0.05415,,-0.35903,0.10379,0.15127,,,,,,,,,,,,,,CLAS_EG1b
0.49292,0.0080220732947856,1.2202,,,,-0.09358,0.02744,0.05186,,,,,,,-0.09816,0.02884,0.06167,,-0.19522,0.0702,0.15507,,,,,,,,,,,,,,CLAS_EG1b
0.49271,0.0080220732947856,1.2599,,,,-0.08302,0.02754,0.04528,,,,,,,-0.11565,0.0372,0.05764,,-0.25622,0.08242,0.1347,,,,,,,,,,,,,,CLAS_EG1b
0.49241,0.0080220732947856,1.2997,,,,-0.08677,0.02683,0.0266,,,,,,,-0.16673,0.05093,0.04185,,-0.40142,0.10334,0.09059,,,,,,,,,,,,,,CLAS_EG1b
0.49255,0.0080220732947856,1.3398,,,,-0.01916,0.02717,0.0109,,,,,,,-0.04565,0.0624,0.02217,,-0.2308,0.1172,0.05734,,,,,,,,,,,,,,CLAS_EG1b
0.49281,0.0080220732947856,1.3798,,,,0.01066,0.02833,0.00574,,,,,,,0.02606,0.06962,0.01383,,-0.15708,0.12225,0.07018,,,,,,,,,,,,,,CLAS_EG1b
